"training_id","training_day","title","start_date_time","end_date_time","instructor","cost","registration_open","location","room","max_students","instructor_bio","description","teaser","created","last_modified","public"
"1cac0d43-2c65-4208-9490-10b9343d351b",2,"Everything You Want to Know About Open Source GIS But Were Afraid to Ask","2017-10-24 13:00:00+00","2017-10-24 17:00:00+00","Michael Terner, Kate Hickey, Caitlin Schneider, Ross Topol, AppGeo","100.00",False,"TCEQ Computer Training Lab","TCEQ Computer Training Lab",NULL,"#### Michael Terner
<p><img class=""img-circle pull-left keynote-portrait"" src=""https://tnris-org-static.s3.amazonaws.com/images/terner_headshot.jpg"" alt=""headshot of instructor Michael Terner"">Michael Terner, is the Executive Vice President of AppGeo.  His leadership at AppGeo began with co-founding of the company in 1991. During his more than 25 years at AppGeo, he has led initiatives to pioneer new approaches and to promote the use of emerging technologies.  Through his project leadership, he has emphasized Open Source adoption. Michael has been at the forefront of telling AppGeo’s story of geospatial IT adoption and experimentation, and is a sought after speaker and facilitator.  Currently, Michael is Chair of the Organizing Committee for the International FOSS4G (Free and Open Source Software for GIS) conference being held in Boston on August 14-18. FOSS4G is the largest global gathering focused on Open Source geospatial software.</p>

<hr class=""clearfix"">

#### Caitlin Schneider
<p><img class=""img-circle pull-left keynote-portrait"" src=""https://tnris-org-static.s3.amazonaws.com/images/caitlin_headshot.jpg"" alt=""headshot of instructor Caitlin Schneider"">Caitlin Schneider is a GIS Analyst with AppGeo, in the Austin office. She has experience in detailed spatial data collection and processing methods, spatial and non-spatial data integration, quality control and data documentation.</p>

<hr class=""clearfix"">

#### Ross Topol
<p><img class=""img-circle pull-left keynote-portrait"" src=""https://tnris-org-static.s3.amazonaws.com/images/topol_headshot.jpg"" alt=""headshot of instructor Ross Topol"">Ross Topol is a Full Stack Engineer with AppGeo, in the Austin office. He currently works on designing, building and maintaining custom web applications for a variety of AppGeo clients ranging from local municipalities to federal agencies. Ross is also an active member of the javascript community as a mentor to aspiring developers and as an advocate for open source technologies.</p>

<hr class=""clearfix"">

#### Kate Hickey
<p><img class=""img-circle pull-left keynote-portrait"" src=""https://tnris-org-static.s3.amazonaws.com/images/hickey_headshot.jpg"" alt=""headshot of instructor Kate Hickey"">Kate Hickey is a Vice President with AppGeo. She has been studying the business requirements of government, developing geospatial IT strategies, and planning GIS systems for federal, state, and local governments for over 15 years.</p>","If you’ve ever wondered about or experimented with Open Source technology for your GIS operation, this workshop is for you. In the age of data science, the Internet of Things (IoT), and cloud computing, GIS “software as usual” approaches are due for an upgrade, and lower cost choices are emerging. Whether you are looking for a GIS tune-up or an enterprise GIS overhaul, Open Source options are mature enough to be strongly considered. This workshop will explain and demonstrate Open Source potential from three key perspectives that can help you start, or continue, your adoption path: (1) the Open Source ecosystem - why it exists and how it operates to your benefit; (2) Open Source technologies - what’s out there, advantages and disadvantages, and how OS can enhance existing enterprise GIS; and (3) the Open Source adoption path - how to get started, how to build internal support and show results, and how OS can help drive organizational change. The workshop will include real world case studies that can be adapted to your situation. It will draw from the AppGeo team’s direct and substantial experience with a variety of Open Source geospatial IT technologies and platforms, and bring to Texas what we learn from organizing, co-chairing, and participating in the 2017 International Free and Open Source Software for Geospatial (FOSS4G) conference that is taking place in Boston this August.","If you’ve ever wondered about or experimented with Open Source technology for your GIS operation, this workshop is for you.","2019-07-17 20:11:25.843137+00","2019-07-17 20:11:25.843178+00",True
"02a68b83-c23b-40b2-ad06-f524b28d78bc",1,"Optimizing Real-Time Applications to CartoDB","2015-10-26 18:00:00+00","2015-10-26 22:00:00+00","Chris Whong, CartoDB","90.00",False,"J.J. Pickle Center  Mustang Room","Mustang",NULL,"Chris Whong is an Urban Planner, Cartographer, and Government Open Data Enthusiast from Brooklyn, NY. He currently works as a solutions engineer for CartoDB, helping prospective clients make the most of their spatial data.","Many users of CartoDB come for the dynamic mapping capabilities. The platform scales to millions of viewers and makes it possible to render streaming data feeds directly on the map. In this workshop, we will walk participants through building a simple real time application on CartoDB. Next, we will devote time to exploring ways that real time applications can be optimized for faster updates, more data, and move viewers without losing your beautiful and responsive maps. This workshop will provide valuable information for anyone trying to build reporting applications that depend on the map and need the ability to scale from dozens to unknown numbers of users. Reporters, government agencies, and businesses alike will gain important insights from this workshop.","This workshop will teach you to build a scalable real-time map application on CartoDB.","2019-07-18 12:42:53.945839+00","2019-07-18 12:42:53.945878+00",True
"ed9f5d94-a647-4b24-9c7a-1e3f9853c918",2,"Participating in the US Census LUCA Program","2017-10-24 13:00:00+00","2017-10-24 17:00:00+00","James Castagneri, US Census Bureau","0.00",False,"J.J. Pickle Research Center","Longhorn",50,"#### Jim Castagneri
<img class=""img-circle pull-left keynote-portrait"" src=""https://tnris-org-static.s3.amazonaws.com/images/james_headshot.jpg"" alt=""headshot of instructor James Castagneri"">Jim Castagneri is a Geographer with the U.S. Census Bureau who manages geographic programs for Texas and the Rocky Mountain west. Early in his career, Jim was involved in the creation of the TIGER system. More recently, Jim has played a pivotal role in bringing GIS analysis to survey management and Census field operations. He specializes in Census statistical geography and the spatial analysis of demographic data.","This hands-on workshop will offer detail about the design and purpose of the Census Bureau's Local Update of Census Addresses (LUCA) program. With enrollment offered through December 17th of 2017, we will discuss program timelines, materials, software tools and local preparations for those governments who decide to participate in the program. Additionally, the basic process of address list review using ArcGIS and Microsoft Excel will be reviewed. We will explore the products provided and the expected data return format. The Geographic Update Partnership Software (GUPS) tool based on QGIS will be explored as an option. This workshop is intended to assist local governments to prepare for processing LUCA materials provided in February of 2018.  Prerequisites include working knowledge of ArcGIS, Excel and text processing.","This hands-on workshop will offer detail about the design and purpose of the Census Bureau's Local Update of Census Addresses (LUCA) program.","2019-07-17 20:13:03.358254+00","2019-07-17 20:13:03.358266+00",True
"95adfc30-0f14-49d4-b155-b3b92c2d5f06",2,"Liberate Your Data with ArcGIS Online","2017-10-24 13:00:00+00","2017-10-24 17:00:00+00","Katherine Smyth & Michael Beavers","100.00",False,"J.J. Pickle Research Center","Balcones",NULL,"#### Katherine Smyth
<p><img class=""img-circle pull-left keynote-portrait"" src=""https://tnris-org-static.s3.amazonaws.com/images/smyth_headshot.jpg"" alt=""headshot of instructor Katherine Smyth"">Katherine Smyth is a Solution Engineer with Esri where she works with local governments to support their growth as GIS-powered organizations. Before Esri, Katherine used GIS to support private and public organizations specializing in archaeology, terrestrial planet exploration and natural resources. Katherine earned a BA in Anthropology from CU Boulder in 2007 and an MS in GIS from the University of Redlands in 2013.</p>

<hr class=""clearfix"">

#### Michael Beavers
<p><img class=""img-circle pull-left keynote-portrait"" src=""https://tnris-org-static.s3.amazonaws.com/images/beavers_headshot.jpg"" alt=""headshot of instructor Michael Beavers""> Michael Beavers is a Solution Engineer with Esri where he focuses applying his product expertise to formulating web-based GIS solutions for customers in Local Government and the Aviation Industry. Mike has extensive experience in GIS management. He worked as a GIS Manager/Coordinator in the private sector and in local and regional governments. A military veteran, Captain Beavers was an Instructor Navigator in the Air Force. He flew as a commercial/airline pilot after his military service. Michael earned a B.S. from Texas State University, where he concentrated on cartography, photogrammetry, remote sensing and computer science. He earned a Master’s Degree in GIS from New Mexico State University.</p>","Did you know that if you have an ArcGIS Online organizational account, you also have access to our free Open Data site? During this session we will cover the many ways to share your data with the public using ArcGIS Online and how to integrate maps and apps created with that data into an Open Data page that everyone can access.","During this session we will cover the many ways to share your data with the public using ArcGIS Online and how to integrate maps and apps created with that data into an Open Data page that everyone can access.  Please bring your own computer and some data that you would like to share with the public.  Examples include a spreadsheet, shapefile or feature class - or something you've already shared to ArcGIS Online.","2019-07-17 20:15:15.016758+00","2019-07-17 20:15:15.016796+00",True
"6543bacc-d479-42eb-9f49-df15849b1bcf",2,"Field Data Collection with TerraGoEdge Software","2017-10-24 18:00:00+00","2017-10-24 22:00:00+00","Daniel Rodriguez & Mike Slovacek, RazorTek","100.00",False,"J.J. Pickle Research Center","Mustang",NULL,"#### Mike Slovacek

<p><img class=""img-circle pull-left keynote-portrait"" src=""https://tnris-org-static.s3.amazonaws.com/images/slovacek_headshot.jpg"" alt=""headshot of instructor Mike Slovacek""> Michael graduated from Oklahoma State University in 2008 with a Bachelor of Science in Geography and Geographic Information. Systems Certificate. Total of 10 years’ experience providing geospatial services. He got his start in GIS as an Intern for Devon Energy Corporation working primarily with the Land Department but quickly branched out to support other groups in the business. Currently Michael works at RazorTek INC in the Oklahoma City office as a GIS Analyst/Consultant.</p>","Learn to build, deploy and use custom mobile data collection and inspection apps with TerraGo Magic, a zero Code app development studio.  Learn: 1) how to configure and build custom private label apps with TerraGo Magic, 2) set up a field data collection workflow including: smart forn design, online/offline base map creation, paring a real time GNSS receiver, import/export data via files and REST API.  Students are encouraged to bring their laptops with iOS version 8 or Android version 4.2 or better smart device, and if possible bring a tablet.  NOTE: No coding or scripting skills necessary or required for the class.  Prerequisites:  Helpful to have a basic working knowledge of GIS, GPS, web technology.  In advance of the class the instructors will email instructions to download TerraGo Edge software.","Building, deploying and using custom mobile data collection and inspection apps with TerraGo Magic, a zero code app development studio.","2019-07-17 20:17:02.946871+00","2019-07-17 20:17:02.946895+00",True
"7fe36678-db0d-458a-8b28-fa49c4f05835",2,"Introduction to Python","2017-10-24 18:00:00+00","2017-10-24 22:00:00+00","Jennifer Harrison, TeachMeGIS","100.00",False,"TCEQ Computer Training Lab","TCEQ Computer Training Lab",15,"#### Jennifer Harrison
<p><img class=""img-circle pull-left keynote-portrait"" src=""https://tnris-org-static.s3.amazonaws.com/images/jennifer_headshot.jpg"" alt=""headshot of instructor Jennifer Harrison"">Jennifer Harrison has a Bachelor of Arts degree in Mathematics and a Master of Science degree in Geosciences from Murray State University in Murray, Kentucky. Jenny has been working with and teaching GIS for over 25 years.</p>","Written for GIS professionals who have never programmed before, this workshop introduces attendees to the basics of scripting in Python: variables, loops, conditional statements, accessing GIS data, etc. via a series of short lecture presentations and hands-on “try-its” in which they write their first Python script. This course will be based on Python 2.7 (for ArcMap) but where differences exist for Python 3.x (for ArcGIS Pro), they will be discussed and explained.","","2019-07-17 20:18:13.967413+00","2019-07-17 20:18:13.96745+00",True
"2d6c2d02-49b6-4c4a-89de-2ddb77912276",2,"ArcGIS Pro: What's New and the Road Ahead","2017-10-24 18:00:00+00","2017-10-24 22:00:00+00","Zena Pelletier & Brig Bowles","100.00",False,"J.J. Pickle Research Center","Balcones",20,"#### Zena Pelletier

<p><img class=""img-circle pull-left keynote-portrait"" src=""https://tnris-org-static.s3.amazonaws.com/images/zena_headshot.jpg"" alt=""headshot of instructor Zena Pelletier""> Zena Pelletier is a Solution Engineer on the Local Government team at Esri. Prior to joining Esri, Zena worked for the Dept. of Defense with 20+ years of work experience.  Background work experience also includes surveying and drafting, construction and design management, computer programming and developing software.  Zena earned A.S. from Ivy Technical College, focused on Design Technology, B.S.G. from Fort Hays State University, with a dual major degree focused in Construction Management and Geographic Information Systems, and Post Baccalaureate Certificate in Geographic Information Systems from Pennsylvania State University Graduate School.  Zena holds a GISP and Security+ Certification.</p>

<hr class=""clearfix"">

#### Brig Bowles
<p><img class=""img-circle pull-left keynote-portrait"" src=""https://tnris-org-static.s3.amazonaws.com/images/brig_headshot.jpg"" alt=""headshot of instructor Brig Bowles"">Joseph Brigham Bowles is a Solutions Engineer and works out of the Esri San Antonio office. He has been with Esri for twenty plus years focusing mainly on the technical side of the sales process. His experience is in helping companies and individuals get their data into a spatial format to better find answers to questions. His areas of expertise include web mapping, server based GIS, developer technologies, and making spatial technology available to everyone.  </p>","ArcGIS Pro, a new application in the ArcGIS family, makes the GIS functionality you most often use easy to access so you can get your work done faster without a learning curve. It is the essential application for creating and working with spatial data on your desktop that provides tools to visualize, analyze, compile, and share data. In this workshop we will highlight many of the great new features available in ArcGIS Pro, and see the brand new interface and application.  Prerequisites: some knowledge of ArcGIS Pro.","ArcGIS Pro, a new application in the ArcGIS family, makes the GIS functionality you most often use easy to access so you can get your work done faster without a learning curve.","2019-07-17 20:19:33.990101+00","2019-07-17 20:19:33.990137+00",True
"e0d06c7d-3460-40ef-8c25-4262fa94a513",1,"Introduction to ArcGIS Pro","2016-10-24 13:00:00+00","2016-10-24 17:00:00+00","Joseph ""Brig"" Bowles, Esri","100.00",False,"J. J. Pickle Research Center Balcones Room","Balcones",20,"Joseph Bowles is a Solutions Engineer Manager out of the San Antonio Esri office. He has been with Esri for twenty plus years focusing mainly on the technical side of the sales process. His experience is in helping companies and individuals get their data into a spatial format to better find answers to their questions.","Learn essential ArcGIS Pro terminology and get prepared to efficiently complete many different tasks related to mapping, editing, geoprocessing, and analysis. ArcGIS Pro, the newest application included with ArcGIS for Desktop, is designed to help GIS professionals complete their projects and share their results more quickly and easily than ever before. With its modern ribbon interface and tight integration of 2D and 3D capabilities, ArcGIS Pro will streamline the way you do your GIS work.","Learn about the great new features available in ArcGIS Pro and become familiar with a new interface.","2019-07-17 20:30:47.216414+00","2019-07-17 20:30:47.216431+00",True
"f062cb49-8c43-433a-89f4-41d62c793985",1,"The GISP Certification in 2016 - An Update","2016-10-24 13:00:00+00","2016-10-24 17:00:00+00","Bill Hodge, GISP","100.00",False,"J.J. Pickle Research Center Mustang Room","Mustang",25,"Bill is the Executive Director of GISCI since 2013. He received his GISP Certication in 2010 and has accumulated extensive GIS experience in all levels of government over the last 16 years, from federal to municipal. He retired from the City of Midland, TX after running their Enterprise GIS for the last 6 years.","The workshop will provide participants an overview of the history of the GISP certification, its current requirements, and a preview of the new exam.  

**Prerequisites:** Interest in learning about the GISP Professional Certification","Are you interested in learning more about the GISP? Hear about it straight from the Executive Director of the institute that mamages the GISP. Get your questions answered and get motivated to submit for this industry credential.","2019-07-17 20:28:59.192709+00","2019-07-17 20:31:23.560756+00",True
"0980b5f4-eb41-4ed6-825c-860e7a392edf",1,"Spatial Analysis and Visualization Strategies: Building Comprehensive Location Dashboards with the CARTO Builder","2016-10-24 18:00:00+00","2016-10-24 22:00:00+00","Santiago Giraldo Anduaga","100.00",False,"J.J. Pickle Research Center Mustang Room","Mustang",50,"Santiago Giraldo is an environmental and urban scientist, cartographer, and multi-disciplinary designer from Brooklyn, New York.  His celebrated theory and urban design work has been exhibited, published, and featured internationally at notable institutions including the MoMA in New York City, MAK Museum in Vienna, the Vienna Biennale, IUAV University in Venice, Stalker Labs in Rome and Pompeii, Interartive Spain, and other notable design, theory, and environmental publications.  Currently, Santiago works to push the boundaries of open source technology in community engagement at Carto.","In this 4 hour hands-on working session, we will explore how to use CARTO's new Builder to analyze, visualize and derive new understandings from location data.  The session will cover everything from the data import porcess to creating and designing beautiful multi-layer maps, and finally creating comprehensive dashboards that allow for user-side exploration of complex data and analysis. 

**IMPORTANT:** participants will be required to bring their own computer with Google Chrome Browser installed.","In this 4 hour hands-on working session, we will explore how to use CARTO's new Builder to analyze, visualize and derive new understandings from location data. The session will cover everything from the data import porcess to creating and designing beautiful multi-layer maps, and finally creating comprehensive dashboards that allow for user-side exploration of complex data and analysis.","2019-07-17 20:33:31.025462+00","2019-07-17 20:33:31.025502+00",True
"3811ca60-183a-4278-8932-9e51bd1dc418",1,"ArcGIS Online Subscriptions for Organizations: Publisher Workflows","2016-10-24 18:00:00+00","2016-10-24 22:00:00+00","Brig Bowles, Esri","100.00",False,"J.J. Pickle Research Center  Balcones Room","Balcones",NULL,"Joseph Bowles is a Solutions Engineer Manager out of the San Antonio Esri office. He has been with Esri for twenty plus years focusing mainly on the technical side of the sales process. His experience is in helping companies and individuals get their data into a spatial format to better find answers to their questions.","Have you been tasked to share GIS data within your organization? In this workshop, the instructor discusses the types of content you can publish to ArcGIS Online and shows how to author GIS resources to support their planned use. You will also see how including GIS resources in published web maps and web applications extends their value throughout the organization and even to the general public. Tips to help you plan your publishing strategy are given throughout.","Sharing your GIS Data within your organization?  This session will present tips to help you plan your ArcGIS Online publishing strategy.","2019-07-17 20:35:15.801909+00","2019-07-17 20:35:15.801946+00",True
"5a20dc6f-3334-4913-bb78-c55439077208",1,"Fundamentals of Image Processing in ArcGIS with ERDAS Imagine","2016-10-24 13:30:00+00","2016-10-24 21:30:00+00","Gayla Mullins, GISP and Teresa Howard, GISP","180.00",False,"TCEQ Computer Training Lab","TCEQ Computer Training Lab",15,"Gayla Mullins, GISP is a Remote Sensing Specialist at the Texas Natural Resources Information System (TNRIS), a division of the Texas Water Development Board (TWDB). Under the Strategic Mapping Program, she coordinates and manages statewide and regional orthoimagery procurement projects. Prior to her employment at TNRIS, she was a research associate at the University of Texas at Austin Center for Space Research. Ms. Mullins holds a Master of Applied Geography degree and a Bachelor of Science degree in Geography, both from Texas State University. She is a certified Geographic Information Systems Professional.  Teresa Howard is a Research Associate at the University of Texas at Austin Center for Space Research. She conducts applied research that incorporates geospatial techniques (GIS, satellite and airborne remote sensing, GPS, and digital cartography) for emergency response, land and water resources monitoring, and land cover change detection. Ms. Howard is also adjunct professor in the department of Geographic Information Systems at Austin Community College, where she currently teaches classes on Esri's ModelBuilder and Python scripting for GIS. Ms. Howard holds a Master of Applied Geography degree from Texas State University-San Marcos.","Workshop participants will learn about no-cost public domain satellite and aerial image datasets of Texas and how to obtain them from online data providers. Attendees will learn about raster data formats and how to subset, color balance, mosaic, georegister, and reproject image data. Additionally, attendees will learn about image sharpening, vegetation indices, and raster batch processing. The instructors will demonstrate these techniques using aerial and satellite image examples from publicly available data archives. Attendees will use recent versions of ArcGIS and ERDAS Imagine software to complete class exercises. Attendees will receive a workbook containing remote sensing data and reference materials.  

**Prereqisites:** Basic knowlede of computers and some familiarity with ArcGIS.","Fundamentals of Image Processng focuses on basic work flows to get you up and running with aerial and satellite image datasets and explore some common processing techniques. Want to know how to obtain no-cost aerial and satellite image datasets of Texas? Additionally, Ms. Mullins and Ms.Howard will walk you through online resources to download public domain imagery.","2019-07-17 20:26:39.701767+00","2019-07-18 12:31:53.296504+00",True
"b723df92-5802-4f2a-b813-aee275b383de",1,"ArcGIS Pro - The Evolution of Desktop GIS","2015-10-26 18:00:00+00","2015-10-26 22:00:00+00","Pam Kersh, Esri Instructor","90.00",False,"J.J. Pickle Center  Balcones Room","Balcones",NULL,"Pam Kersh is an experienced Solution Engineer with GIS and Remote Sensing background. Her background includes work with cartographic publication design and production, international oil and gas exploration, environmental remediation and litigation, deforestation monitoring and surveillance systems, various environmental engineering projects, and telecommunications. Pam joined Esri in June 2005 where she has been responsible for supporting regional and corporate sales and marketing efforts, developing and presenting software solution demonstrations, and supporting customers by delivering proof of concepts and many GIS projects.","ArcGIS Pro, a new application in the ArcGIS family, makes the GIS functionality you most often use easy to access so you can get your work done faster without a learning curve. It is the essential application for creating and working with spatial data on your desktop that provides tools to visualize, analyze, compile, and share data. In this workshop we will highlight many of the great new features available in ArcGIS Pro, and see the brand new interface and application.","Learn about the great new features available in ArcGIS Pro and become familiar with a new interface.","2019-07-18 12:44:26.382738+00","2019-07-18 12:44:26.382761+00",True
"934b031c-e247-4f95-9c8c-ffb202b00778",1,"Getting Started with Unmanned Aerial Systems (Drones)","2016-10-24 18:00:00+00","2016-10-24 22:00:00+00","Devon Humphrey, Flightline Geographics","50.00",False,"J.J. Pickle Research Center Longhorn Room","Tower",NULL,"Devon Humphrey is a long-time GIS user, instructor and consultant and has worked for state and local government, at Esri and has founded three Esri Partner Network companies: Geowarehouse, Waypoint Mapping and Flightline Geographics. He has also been an instructor at Texas A&M's National Spill Control School since 1994. Humphrey got involved with UAS for GIS in 2008, working on government and university-sponsored research projects including wildfire modeling and defense applications. He founded Flightline Geographics in 2012 in order to focus on UAS for GIS offering consulting, systems and premium UAS mapping and processing services. Flightline Geographics is now a recognized leader in UAS for GIS. FlightlineGeo won the 2015 Texas Governor's Small Business Award in recognition of their innovative technology and community service on emergency response during the 2015 Wimberley Flash Flood Disaster.","There is a lot that GIS users need to know in order to successfully and safely use UAS (drones) for mapping. This workshop will cover the basics of all the elements of UAS: Platforms, Sensors, Processing and Delivery. A review of the current state of Federal and State regulations on the use of UAS will also be provided. With many new technologies coming out literally every week, this is a hot topic, but full of pitfalls for the uninitiated. This session is ideal for managers seeking information about UAS technology implementation.  Find out how to plan for success!

**Prerequisites: Intermediate knowledge of GIS.**","Do you want to know about successful UAS technology implementation?  If so, this session is for you.","2019-07-17 20:38:04.456897+00","2019-07-17 20:38:04.456935+00",True
"b1ca1a57-ae41-4bb1-b1cb-a2d1d25f6f69",2,"Change Detection","2016-10-25 13:00:00+00","2016-10-25 17:00:00+00","Frank Obusek, Hexagon","100.00",False,"TCEQ Computer Training Lab","TCEQ Computer Training Lab",15,"Frank Obusek is an Applications Engineer at Hexagon Geospatial supporting the US Sales Team. He has a bachelors and masters degree in Geology from Bowling Green State University in Ohio. Frank Obusek has worked in the field of remote sensing for 20 years. He has worked with all sectors of government and many private industry vendors, including owning his own small business. Frank’s expertise includes remote sensing, GIS, and feature extraction.","Performing the seemingly simple “change detection” is rarely simple, largely due to a poor understanding of the problem and non-realistic result expectations derived from available geospatial data and the multiple software applications required to process the data. The solution to this problem is to understand the required data inputs, the step-by-step workflow for specific end-users and how to implement a complex analysis in an intuitive process. In this interactive lecture workshop attendees will explore at least three different workflows to identify areas of change. Both image and vector data with will be used in workflows that consist of zonal likelihood, discriminate function and customized spatial modeling. These workflows will be executed using ERDAS IMAGINE remote sensing software.

**Prerequisites:** Basic understanding of raster image data, image processing and image classification.","Have you wanted a deeper understanding of a specific common remote sensing topic - Change Detection? This workshop compliments the Fundamentals of Image Processing as a great follow-on. This interactive session will explore workflows to identify areas of change over time.","2019-07-18 12:16:20.008073+00","2019-07-18 12:16:20.008109+00",True
"5190011a-494e-48f4-bc02-b4d106d28859",2,"Creating Dynamic Geospatial Analysis with Carto","2016-10-25 13:00:00+00","2016-10-25 17:00:00+00","John Krauss, Carto","100.00",False,"J.J. Pickle Research Center  Mustang Room","Mustang",NULL,"John Krauss is CartoDB’s data curator. He is one of the architects of the Data Observatory, which seeks to democratize access to rich contextual geodata from around the world. He’s active in New York City’s civic hacking scene, working to scrape, standardize and visualize transportation, safety, and housing affordability data. His background is in architecture and housing; he received his B.A. in architecture and history from Columbia University and has consulted at NYU’s Furman Center for Real Estate and Urban Policy.","Carto provides powerful tools to augment your geospatial data with location-based context and analyze the combination with a variety of spatial statistical and traditional GIS techniques. In this workshop, we'll go through the process of finding relevant data in the Observatory, bringing it into your map, and performing several analyses to reveal insights hidden in the original data. We will emphasize reproducible pipelines that make it possible to keep the analysis up-to-date with the data.

**Important:** Participants will be required to bring their own computer with Google Chrome Browser installed.","Carto provides powerful tools to augment your geospatial data with location-based context and analyze the combination with a variety of spatial statistical and traditional GIS techniques. In this workshop, we'll go through the process of finding relevant data in the Observatory, bringing it into your map, and performing several analyses to reveal insights hidden in the original data. We will emphasize reproducible pipelines that make it possible to keep the analysis up-to-date with the data.","2019-07-18 12:18:50.338339+00","2019-07-18 12:18:50.338352+00",True
"25ed465d-95e1-4c43-82d7-4737a07e3bd3",2,"GeoDev Hackerlab","2016-10-25 13:00:00+00","2016-10-25 17:00:00+00","David Martinez, Esri","0.00",False,"J.J. Pickle Research Center  Balcones Rooom","Balcones",40,"David Martinez works for Esri, as a Geo Developer/ Developer Evangelist. His focus is on helping the masses understand how to use mapping and analysis in their mobile, and Web applications. He writes code, runs, and enjoys being active, throwing weights around, and talking about sports and technology.","Esri is hosting the first HackerLab event in Austin, Texas at the Texas GIS Forum!! This four-hour hands-on session is a strategically guided lab on how to build mapping apps with ArcGIS Online, APIs and Services, Open Source, and also with AppStudio for ArcGIS ( for natie apps).  The tutorials are led by David Martinez, a really smart dude, and you will be given time to play in between the tutorials.    

**This is a BYOM, BYOI, BYOA, and BYOD event: bring your own machine (seriously, we don't have any extras), ideas, apps and data.  
Oh, and here is a list of the required materials:
1. Computer
2. GitHub account
3. Git installed and configured 
4. Text editor
5. ArcGIS for Developers or ArcGIS Organization account","This is the first-ever Esri-hosted HackerLab!  Join the four-hour hands-on session in a strategically guided lab focused on how to build mapping apps with ArcGIS Online, APIs and Services for ArcGIS.","2019-07-18 12:21:07.713324+00","2019-07-18 12:21:07.713347+00",True
"e73ee1ab-70e1-49dc-a838-0dcca41a3396",2,"Introduction to ArcGIS Earth","2016-10-25 18:00:00+00","2016-10-25 22:00:00+00","Eric Pimpler, Geospatial Training Solutions","100.00",False,"TCEQ  Computer Training Lab","TCEQ  Computer Training Lab",15,"Eric is the founder and owner of GeoSpatial Training Services (geospatialtraining.com) and has over 20 years of experience implementing and teaching GIS solutions using ESRI, Google Earth/Maps, Open Source technology. Currently Eric focuses on ArcGIS scripting with Python, and the development of custom ArcGIS Server web and mobile applications using JavaScript. Eric is the author of Programming ArcGIS with Python Cookbook - 1st and 2nd Edition, Building Web and Mobile ArcGIS Server Applications with JavaScript and ArcGIS Blueprints Eric has a Bachelor’s degree in Geography from Texas A&M University and a Master's of Applied Geography degree with a concentration in GIS from Texas State University.","If you’ve ever used Google Earth you’ve no doubt loved how easy it is to use for exploring the globe and creating great visualizations. The new ArcGIS Earth product from Esri has many of the same Google Earth like functions plus a lot of the features you’ve used with ArcGIS Online and ArcGIS Desktop. ArcGIS Earth lets you explore the world in 3D and 2D formats and load your own data from various sources including KML, shapefiles, CSV files, ArcGIS Server, and ArcGIS Online. These data sources can be draped across the terrain for realistic 3D visualizations. You can also add various pre-created basemaps from ArcGIS Online. 

In addition to displaying data in these formats you can also create sketches including points, lines, and polygons and add labels to these features. You can also measure features in 3D, search for addresses and known locations, print maps, and email views. Touch navigation is also possible if you have a touch screen Windows device. Rather than using mouse for navigation you can just use your fingers to zoom in and out, pan, rotate the view, and adjust the camera angle. And this is all in version 1.0 of ArcGIS Earth. In future releases you can expect to see additional functionality including map tours, offline use, timesliders, support for WMS, and much more! In this half day class you’ll learn how to put ArcGIS Earth as a new tool in your GIS toolbox.  

**Prerequisites:  None**","","2019-07-18 12:23:29.12562+00","2019-07-18 12:23:29.125658+00",True
"08fe2621-09dd-4168-a55b-f88a1a801b70",2,"Building Great Story Maps","2016-10-25 18:00:00+00","2016-10-25 22:00:00+00","Sarah Moore","100.00",False,"J.J. Pickle Research Center  Mustang Rooom","Mustang",NULL,"","Learn best practices, tips and tricks for presenting your project in the form of a ‘story map’, a web mapping application that incorporates multimedia. We will review the different types of story maps, how to utilize them as both mapping applications and as presentation aids, and then cover ways to enhance those story maps to ensure you app (and your project) looks its best.

**Prerequisites**: Participants should be familiar with creating and modifying maps in ArcGIS online along with familiarity with sharing maps as apps. 

**Students will need to have an ArcGIS Online account set up before attending the class**.  The accounts are free and no credits will be used during the workshop: [Register for ArcGIS Online](https://www.arcgis.com/home/signin.html?returnUrl=https%3A%2F%2Fdoc.arcgis.com%2Fen%2Farcgis-online%2Freference%2Fcreate-account.htm%23ESRI_SECTION1_D91DD2A709AE4FB68A9CC095F1688E05)","Learn best practices, tips and tricks for presenting your project in the form of a ‘story map’, a web mapping application that incorporates multimedia. We will review the different types of story maps, how to utilize them as both mapping applications and as presentation aids, and then cover ways to enhance those story maps to ensure you app (and your project) looks its best.","2019-07-18 12:27:44.522901+00","2019-07-18 12:27:44.522939+00",True
