"collection_id","name","acquisition_date","short_description","description","source","authoritative","public","known_issues","md_filename","wms_link","popup_link","carto_map_id","overview_image","thumbnail_image","natural_image","urban_image","tile_index_url","supplemental_report_url","lidar_breaklines_url","coverage_extent","tags","created","last_modified","agency_type_id","license_type_id","template_type_id"
"85d8fb09-cc72-442f-9b44-287ed8079dbc","Texas Orthoimagery Program (TOP) 1996 CIR\BW 1m Orthoimagery","2014-02-01","<p>A set of digital orthophoto images that are produced for the Texas Orthoimagery Program (TOP).</p>","A set of digital orthophoto images that are produced for the Texas Orthoimagery Program (TOP). TOP is administered by the Texas Department of Information Resources (DIR) on behalf of the Texas GIS Planning Council for the purpose of creating digital orthophoto quarter quadrangles (DOQs) throughout the state. TOP is supported by contributions from the Federal Government, the State of Texas, and local and regional organizations.The DOQ products produced for the Department of Information Resources and the GIS Planning Council under the Texas Orthoimagery Program reside in the public domain. A digital orthophoto is a raster image of remotely sensed data in which displacement in the image due to sensor orientation and terrain relief have been removed. Orthophotos combine the image characteristics of a photograph with the geometric qualities of a map. The DOQ is a 1-meter ground resolution, quarter-quadrangle (3.75-minutes of latitude by 3.75-minutes of longitude) image cast on the Universal Transverse Mercator Projection (UTM) on the North American Datum of 1983 (NAD83).","TNRIS",t,t,"Age, Color balance, some images black and white","data-catalog/entry/texas-orthoimagery-program-top-1996-cir-bw-1m.md","https://webservices.tnris.org/arcgis/services/TOP/TOP96_CIR_1m/ImageServer/WMSServer","https://webservices.tnris.org/arcgis/rest/services/TOP/TOP96_CIR_1m/ImageServer?f=jsapi","c57564ca-53f5-11e6-aa57-0e8c56e2ffdb","images/data-catalog/entry/texas_orthoimagery_program_top_1996_cir_bw_1m_overview.jpg","images/data-catalog/entry/texas_orthoimagery_program_top_1996_cir_bw_1m_th.jpg","images/data-catalog/entry/texas_orthoimagery_program_top_1996_cir_bw_1m_natural.jpg","images/data-catalog/entry/texas_orthoimagery_program_top_1996_cir_bw_1m_urban.jpg","https://tnris-datadownload.s3.amazonaws.com/datacatalog/tile_index/texas_orthoimagery_program_top_1996_cir_bw_1m_tileindex.zip","","","Texas","Texas, Statewide, Color Infrared, CIR, Orthoimagery, Aerial, Imagery, Historical","2018-07-30 11:42:39.923+00","2018-07-30 11:42:39.923+00","","593a35c8-9527-4e32-a3bf-c59c56173dd9","40d5e189-a34c-40f3-aa24-632bf1fab596"
"87b28327-55ab-47e2-8bd9-53330ecd1295","TPWD Major Bays","2015-11-20","<p>An overview of the eight major bay systems of Texas from Texas Parks and Wildlife (TPWD) </p>","This dataset defines the major bays of the Texas Gulf Coast. The eight major bay systems are Sabine Lake, Galveston, Matagorda, San Antonio, Aransas, Corpus Christi, Upper Laguna Madre and Lower Laguna Madre. Two areas, East Matagorda Bay and Cedar Lakes, are sampled seperately from the previously mentioned eight bay systems. For the purpose of this map, those areas have been included in bays 1 though 8. East Matagorda Bay is part of the Matagorda Bay system and Cedar Lakes is part of the Galveston Bay system.","TPWD",t,t,"None","data-catalog/entry/tpwd-major-bays.md","","","d5084e86-dec9-11e4-afda-0e0c41326911","images/data-catalog/entry/tpwd_major_bays_overview.jpg","images/data-catalog/entry/tpwd_major_bays_th.jpg","","","","","","Texas","Hydro, Hydrography, Bays, TPWD, Texas Parks and Wildlife Department","2018-07-30 11:42:39.941+00","2018-07-30 11:42:39.941+00","70817c70-7364-45a8-971a-00908a95a111","","40d5e189-a34c-40f3-aa24-632bf1fab596"
"8ea19b45-7a66-4e95-9833-f9e89611d106","FEMA 2006 140cm Lidar","2014-02-01","<p>This Lidar project is intended to provide high density elevation information of 13 coastal counties of Texas. </p>","This Lidar project is intended to provide high density elevation information of 13 coastal counties of Texas. It includes Bare Earth DEM (vegetation removal) and a high density set of mass points within the defined areas. The data sets are suitable for the development of contours for use in hydraulic/hydrologic model development and for assessing environmental impacts.Typical uses include FEMA Digital Flood Rate Insurance Map (DFIRM) updates, watershed boundary delineations and other hydro studies per FEMA specifications. County Mapping projects which include several uses such as flood mitigation assessment and mapping projects that include accuracy verification, reporting, and metadata.Lidar data for Texas is made available online through the use of data compression using [LASTools](https://rapidlasso.com/lastools/). LASTools is an open-source collection of tools for lidar data viewing and manipulation. TNRIS uses the LASzip portion of LASTools for compression\decompression. LASTools provides a lossless compression of the data from las to laz formats.- Software with native LAZ support- ERDAS IMAGINE (14.1 and up) by Hexagon Geospatial- Global Mapper (13.1 and up) by Blue Marble Geo- ENVI LiDAR (5.1 and up) by Exelis VIS- FME (2012 and up) by Safe Software- LAStools by rapidlasso- plas.io 3D Web Viewer by Hobu Inc.- FUSION (3.40 and up) by Bob McGaughey of the USDA- Voyager (1.3 and up) by Voyager GIS- GRASS GIS (7.0 and up) by Open Source Geospatial Foundation (OSGeo)","FEMA",t,t,"Some DEMs require DEM to Raster conversion to import into ArcMap software","data-catalog/entry/fema-2006-140cm.md","","","bffd3164-df8c-11e4-bc17-0e018d66dc29","images/data-catalog/entry/fema_2006_140cm_overview.jpg","images/data-catalog/entry/fema_2006_140cm_th.jpg","","","https://tnris-datadownload.s3.amazonaws.com/d/tnris-lidar/state/tx/tnris-lidar_tx.zip","https://tnris-datadownload.s3.amazonaws.com/datacatalog/supplemental_reports/fema_2006_140cm_supplementalreports.zip","https://tnris-datadownload.s3.amazonaws.com/datacatalog/lidar_breaklines/fema_2006_140cm_breaklines.zip","Orange, Jefferson, Galveston, Brazoria, Matagorda, Jackson, Victoria, Calhoun, Refugio, Aransas, San Patricio, Nueces","Orange, Jefferson, Galveston, Brazoria, Matagorda, Jackson, Victoria, Calhoun, Refugio, Aransas, San Patricio, Nueces, Lidar, Point Cloud, LAS, Elevation, Coastal, County, Historical","2018-07-30 11:42:39.927+00","2018-07-30 11:42:39.927+00","d3bcda14-d484-4628-924b-d66c778ec254","593a35c8-9527-4e32-a3bf-c59c56173dd9","40d5e189-a34c-40f3-aa24-632bf1fab596"
"8f1b8540-e68d-4141-baa0-3e5ceeeb54d7","CAPCOG 2007 140cm Lidar","2014-02-01","<p>CAPCOG Lidar for Caldwell, Guadalupe, Travis, Williamson counties. </p>","FEMA compliant Lidar elevation covering Caldwell, Guadalupe, Travis, Williamson counties. Products include Point Cloud, Bare Earth, Intensity imagery, 3D breaklines, and Contour data for the entire area. This Lidar operation was designed to provide a high density set of mass points which are suitable for the development of contours for use in hydraulic/hydrologic model development, and for assessing environmental impacts.Lidar data for Texas is made available online through the use of data compression using [LASTools](https://rapidlasso.com/lastools/). LASTools is an open-source collection of tools for lidar data viewing and manipulation. TNRIS uses the LASzip portion of LASTools for compression\decompression. LASTools provides a lossless compression of the data from las to laz formats.- Software with native LAZ support- ERDAS IMAGINE (14.1 and up) by Hexagon Geospatial- Global Mapper (13.1 and up) by Blue Marble Geo- ENVI LiDAR (5.1 and up) by Exelis VIS- FME (2012 and up) by Safe Software- LAStools by rapidlasso- plas.io 3D Web Viewer by Hobu Inc.- FUSION (3.40 and up) by Bob McGaughey of the USDA- Voyager (1.3 and up) by Voyager GIS- GRASS GIS (7.0 and up) by Open Source Geospatial Foundation (OSGeo)","CAPCOG",t,t,"Lack of breaklines prevents creation of Hydro-flattened DEMs","data-catalog/entry/capcog-2007-140cm.md","","","a92929e2-df88-11e4-8df6-0e0c41326911","images/data-catalog/entry/capcog_2007_140cm_overview.jpg","images/data-catalog/entry/capcog_2007_140cm_th.jpg","","","https://tnris-datadownload.s3.amazonaws.com/d/tnris-lidar/state/tx/tnris-lidar_tx.zip","https://tnris-datadownload.s3.amazonaws.com/datacatalog/supplemental_reports/capcog_2007_140cm_supplementalreports.zip","","Caldwell, Guadalupe, Travis, Williamson","Caldwell, Guadalupe, Travis, Williamson, County, Lidar, Point Cloud, LAS, Elevation, County, Historical","2018-07-30 11:42:39.938+00","2018-07-30 11:42:39.938+00","26a5ae1c-42b4-4e97-8226-613856d5c3ab","593a35c8-9527-4e32-a3bf-c59c56173dd9","40d5e189-a34c-40f3-aa24-632bf1fab596"
"8f6f47ec-164b-4a81-9545-3c6414caeea9","City of Abilene 2009 1ft NC  Orthoimagery","2014-02-01","<p>Natural Color imagery for the City of Abilene, data was collected at a 1ft resolution.</p>","Natural Color imagery for the City of Abilene, data was collected at a 1ft resolution.","City of Abilene",t,t,"No Metadata, Color Balance issues","data-catalog/entry/city-of-abilene-2009-1ft-nc.md","","","d706d6ca-ded4-11e4-9d17-0e9d821ea90d","images/data-catalog/entry/city_of_abilene_2009_1ft_nc_overview.jpg","images/data-catalog/entry/city_of_abilene_2009_1ft_nc_th.jpg","images/data-catalog/entry/city_of_abilene_2009_1ft_nc_natural.jpg","images/data-catalog/entry/city_of_abilene_2009_1ft_nc_urban.jpg","","","","City of Abilene","Abilene, Taylor, foot, NC, Natural Color, City, Imagery, Orthoimagery, Aerial Photography, Historical","2018-07-30 11:42:39.927+00","2018-07-30 11:42:39.927+00","","593a35c8-9527-4e32-a3bf-c59c56173dd9","40d5e189-a34c-40f3-aa24-632bf1fab596"
"8f8e27bf-799d-408d-8eec-ea11b05d2668","SPOT Select for Texas Pan BW 1999-2001 10m","2014-02-01","<p>SPOT Select for Texas</p>","The SPOT (Satellites Pour l'Observation de la Terre or Earth-observing Satellites) remote-sensing programme was set up in 1978 by France in partnership with Belgium and Sweden. The SPOT satellites constellation offers acquisition and revisit capacity allowing to acquire imagery from anywhere in the world, every day.Each SPOT payload comprises two identical high resolution optical imaging instruments, which can operate simultaneously or individually in either panchromatic (P mode: a single wide band in the visible part of the spectrum) or multispectral mode (XS mode: the green, red, and infrared bands of the electromagnetic spectrum).The orientation of each instrument's strip-selection mirror can be remotely steered by the ground stations, offering an oblique viewing capability up to angles of +/- 27 degrees from the satellite's vertical axis. In this way, the temporal resolution is shortened from 26 to 4-5 days for the temperate zones. On SPOT 5 , the HRS (High-Resolution Stereoscopic) imaging instrument also allows simultaneous acquisition of stereo pairs.","SPOT",t,t,"Age","data-catalog/entry/spot-select-for-texas-pan-bw-1999-2001-10m.md","","","a084a9d0-def0-11e4-b24f-0e018d66dc29","images/data-catalog/entry/spot_select_for_texas_pan_bw_1999_2001_10m_overview.jpg","images/data-catalog/entry/spot_select_for_texas_pan_bw_1999_2001_10m_th.jpg","","","https://tnris-datadownload.s3.amazonaws.com/datacatalog/tile_index/spot_select_for_texas_pan_bw_1999_2001_10m_tileindex.zip","","","Texas +overlap","Satellite, Observation, Earth, Imagery, Statewide, Texas, Historical","2018-07-30 11:42:39.95+00","2018-07-30 11:42:39.95+00","","593a35c8-9527-4e32-a3bf-c59c56173dd9","40d5e189-a34c-40f3-aa24-632bf1fab596"
"8fe992d8-1019-492a-b36b-9cfc3293ac6b","Bathymetry TX Coast v0.1","2014-02-01","<p>Bathymetry of the Texas-Louisiana Continental Shelf.</p>","Bathymetry of the Texas-Louisiana Continental Shelf was compiled in a project carried out in 2004 - 2006 sponsored by the Texas Sea Grant College Program. The objective of this project was to provide for the first time new bathymetry as good as the available underlying historical U. S. Coast Survey bathymetric survey data.The mapped extent was the Texas coastal region, including bays and estuaries, and the Continental Shelf out to the 100-meter isobath. Land topography was added, and bathymetry and land topography were co-registered to a common shoreline, providing seamless across-the-shore map coverage at a uniform contour interval of one meter.","TPWD",t,t,"None","data-catalog/entry/bathymetry-tx-coast-v0-1.md","","","68ef2a5a-decc-11e4-8cd4-0e018d66dc29","images/data-catalog/entry/bathymetry_tx_coast_v0_1_overview.jpg","images/data-catalog/entry/bathymetry_tx_coast_v0_1_th.jpg","","","","","","Coastal","Depth, Ocean, Sea, Texas, Gulf of Mexico, Contour","2018-07-30 11:42:39.95+00","2018-07-30 11:42:39.95+00","70817c70-7364-45a8-971a-00908a95a111","593a35c8-9527-4e32-a3bf-c59c56173dd9","40d5e189-a34c-40f3-aa24-632bf1fab596"
"9535ee24-610d-4f9e-9a12-a2317628149d","TCEQ Public Water System Wells & Surface Water Intakes","2015-11-20","<p>This layer contains Public Water System Wells & Surface Water Intakes in the State of Texas.</p>","This layer contains Public Water System Wells & Surface Water Intakes in the State of Texas. The locations for this layer were obtained by the Water Supply Division as recorded from various sources. This layer was built using the best existing location data available from these sources. Although some location errors were found and corrected in the process, some errors still remain. Some locational errors have been identified and provided to the custodian for correction. As resources allow, TCEQ intends to improve the accuracy of these locations to meet the standards set forth in the agency's Positional Data Policy.","TCEQ",t,t,"None","data-catalog/entry/tceq-public-water-system-wells-surface-water-intakes.md","","","d5084e86-dec9-11e4-afda-0e0c41326911","images/data-catalog/entry/tceq_public_water_system_wells_surface_water_intakes_overview.jpg","images/data-catalog/entry/tceq_public_water_system_wells_surface_water_intakes_th.jpg","","","","","","Texas","Texas, Statewide, Watershed, Hydrography, Hydrology, HUC,","2018-07-30 11:42:39.942+00","2018-07-30 11:42:39.942+00","a91ede8b-e37e-43ad-9457-c4f1230c5b9a","","40d5e189-a34c-40f3-aa24-632bf1fab596"
"d9ce5448-30a5-46cf-a246-55ba7c8304f0","StratMap 2011 50cm Collin, Denton, Kaufman Lidar","2014-02-01","<p>Lidar data for Collin, Denton and Kaufman County</p>","The project area is 608 DOQQQ tiles covering approximately 2373 square miles in the north region of Texas. The project design of the Lidar data acquisition was developed to support a nominal post spacing of 4 points per square meter. The dates of acquisiton were from January 21, 2011 to April 1, 2011. A Leica ALS 50 phase II + Lidar sensor was used collecting multiple return x, y, and z data as well as intensity data. Lidar data was processed to achieve a bare ground surface.The purpose of this project is to collect and deliver topographic elevation point data derived from multiple return light detection and ranging (Lidar) measurements for north region in Texas. The elevation data will be used as base data for Texas flood plain mapping.This dataset was acquired through the High Priority Imagery and Data Sets (HPIDS) contract. The contract was created in 2009 to maximize spending power by coordinating geospatial data purchases to share costs and to ensure that acquired data meet high standards of quality. The successor to HPIDS is the StratMap contract, established in 2015.Lidar data for Texas is made available online through the use of data compression using [LASTools](https://rapidlasso.com/lastools/). LASTools is an open-source collection of tools for lidar data viewing and manipulation. TNRIS uses the LASzip portion of LASTools for compression\decompression. LASTools provides a lossless compression of the data from las to laz formats.- Software with native LAZ support- ERDAS IMAGINE (14.1 and up) by Hexagon Geospatial- Global Mapper (13.1 and up) by Blue Marble Geo- ENVI LiDAR (5.1 and up) by Exelis VIS- FME (2012 and up) by Safe Software- LAStools by rapidlasso- plas.io 3D Web Viewer by Hobu Inc.- FUSION (3.40 and up) by Bob McGaughey of the USDA- Voyager (1.3 and up) by Voyager GIS- GRASS GIS (7.0 and up) by Open Source Geospatial Foundation (OSGeo)","TNRIS",t,t,"None","data-catalog/entry/stratmap-2011-50cm-collin-denton-kaufman.md","","","e59932b6-4ceb-11e5-b6a1-0e9d821ea90d","images/data-catalog/entry/stratmap_2011_50cm_collin_denton_kaufman_overview.jpg","images/data-catalog/entry/stratmap_2011_50cm_collin_denton_kaufman_th.jpg","","","https://tnris-datadownload.s3.amazonaws.com/d/tnris-lidar/state/tx/tnris-lidar_tx.zip","https://tnris-datadownload.s3.amazonaws.com/datacatalog/supplemental_reports/stratmap_2011_50cm_collin_denton_kaufman_supplementalreports.zip","https://tnris-datadownload.s3.amazonaws.com/datacatalog/lidar_breaklines/stratmap_2011_50cm_collin_denton_kaufman_breaklines.zip","Collin, Denton, Kaufman,cooke, Grayson, Fannin, Hunt","Collin, Denton, Kaufman, Cooke,Grayson,Hunt, Fannin Lidar, Point Cloud, LAS, Elevation, County, Historical","2018-07-30 11:42:39.928+00","2018-07-30 11:42:39.928+00","","593a35c8-9527-4e32-a3bf-c59c56173dd9","40d5e189-a34c-40f3-aa24-632bf1fab596"
"974853ba-e4e2-463d-8d7d-ff75dbd16797","TPWD Bailey's Ecoregions","2015-11-20","<p>These data are intended for geographic display and analysis at the national level, and for large regional areas. The data should be displayed and analyzed at scales appropriate for 1&#58;7,500,000-scale data. No responsibility is assumed by the National Atlas of the United States in the use of these data.</p>","The original file was clipped to the state of Texas. This map layer is commonly called Bailey's ecoregions and shows ecosystems of regional extent in the United States, Puerto Rico, and the U.S. Virgin Islands. Four levels of detail are included to show a hierarchy of ecosystems.The largest ecosystems are domains, which are groups of related climates and which are differentiated based on precipitation and temperature.Divisions represent the climates within domains and are differentiated based on precipitation levels and patterns as well as temperature.Divisions are subdivided into provinces, which are differentiated based on vegetation or other natural land covers.The finest level of detail is described by subregions, called sections, which are subdivisions of provinces based on terrain features. Also identified are mountainous areas that exhibit different ecological zones based on elevation.","TPWD",t,t,"None","data-catalog/entry/tpwd-baileys-ecoregions.md","","","d5084e86-dec9-11e4-afda-0e0c41326911","images/data-catalog/entry/tpwd_baileys_ecoregions_overview.jpg","images/data-catalog/entry/tpwd_baileys_ecoregions_th.jpg","","","","","","Texas","Texas, Statewide, Texas Parks and Wildlife Department, TPWD, Natural Regions, Ecological, Species, Habitat, Ecosystem, Geology, Formation, Historical","2018-07-30 11:42:39.942+00","2018-07-30 11:42:39.942+00","70817c70-7364-45a8-971a-00908a95a111","","40d5e189-a34c-40f3-aa24-632bf1fab596"
"97e5fa3b-8b12-4132-814d-dbb9335c6709","USGS 2013 Dallas\Fort Worth 30cm NC Orthoimagery","2014-02-01","<p>Natural Color 30 centimeter orthoimagery covering the urban area footprint of Dallas, Texas.</p>","This data set consists of 0.3-meter pixel resolution (approximately 1-foot), natural color orthoimages covering the urban area footprint. An orthoimage is remotely sensed image data in which displacement of features in the image caused by terrain relief and sensor orientation have been mathematically removed. Orthoimagery combines the image characteristics of a photography with the geometric qualities of a map.The design accuracy is estimated not to exceed 1.52 meters NSSDA 95% confidence (0.88-meters Root Mean Squared (RMSE) Error XY (0.62 meter RMSE X or Y). Each orthoimage provides imagery over a 1500-meter by 1500-meter block on the ground. There is no image overlap between adjacent files. The projected coordinate system is UTM Zone 14 with a NAD83 datum. The naming convention is based on the U.S. National Grid (USNG), taking the coordinates of the SW corner of the orthoimage.""An orthoimage is remotely sensed image data in which displacement of features in the image caused by terrain relief and sensor orientation have been mathematically removed. Orthoimagery combines the image characteristics of a photograph with the geometric qualities of a map. There is no image overlap between adjacent files.","USGS",t,t,"None","data-catalog/entry/usgs-2013-dallas-fort-worth-30cm-nc.md","","","ac7d365e-deef-11e4-a3c0-0e853d047bba","images/data-catalog/entry/usgs_2013_dallas_fort_worth_30cm_nc_overview.jpg","images/data-catalog/entry/usgs_2013_dallas_fort_worth_30cm_nc_th.jpg","images/data-catalog/entry/usgs_2013_dallas_fort_worth_30cm_nc_natural.jpg","images/data-catalog/entry/usgs_2013_dallas_fort_worth_30cm_nc_urban.jpg","https://tnris-datadownload.s3.amazonaws.com/datacatalog/tile_index/usgs_2013_dallas_fort_worth_30cm_nc_tileindex.zip","","","Dallas-Fort Worth","Dallas, Fort Worth, Tarrant, Orthoimagery, Imagery, Aerial Photography, NC, Natural Color, United States Geological Survey","2018-07-30 11:42:39.939+00","2018-07-30 11:42:39.939+00","2ebfd5dc-152b-4332-82ac-a6570a0f1a4c","593a35c8-9527-4e32-a3bf-c59c56173dd9","40d5e189-a34c-40f3-aa24-632bf1fab596"
"99dc55a0-49f4-464d-910b-99a46c5fac77","GLO Navigation Districts","2017-07-14","<p>Submerged lands granted with mineral reservations by the Texas legislature to Navigation Districts.</p>","Navigation districts in Texas provide for the construction and improvement of waterways to aid navigation, and district commissioners have the authority to go on land in the district and acquire rights-of-way for necessary improvements. The normal district is within a single county, but provision is also made for districts embracing parts of two counties. Some navigation districts, such as the Harris County Navigation District, have more extensive governmental organization. These districts serve populations of at least 100,000 and their administrators oversee the operation and development of deepwater ports. These districts may own and operate docks, warehouses, wharves, grain elevators, and other improvements necessary to deepwater shipping. In 1992 twenty-four navigation districts were registered with the Texas Water Commission.","GLO",t,t,"None","data-catalog/entry/glo-navigation-districts.md","","http://gisweb.glo.texas.gov/glomap/index.html","68ef2a5a-decc-11e4-8cd4-0e018d66dc29","images/data-catalog/entry/glo_navigation_districts_overview.jpg","images/data-catalog/entry/glo_navigation_districts_th.jpg","","","","","","Texas","Texas, GLO, TxGLO, Land, Oil, Gas, Access, Tracts","2018-07-30 11:42:39.947+00","2018-07-30 11:42:39.947+00","855f3cdc-e25d-4470-8e0d-8be483414792","","40d5e189-a34c-40f3-aa24-632bf1fab596"
"9aba8b42-4a55-4687-95aa-5a7cf75c970a","StratMap 2009 1m Dallas Lidar","2014-02-01","<p>Lidar data for Dallas</p>","Provide high density Lidar elevation data map to establish an authoritative source for elevation information for the state of Texas. This Lidar operation was designed to provide a high density set of mass points within the defined areas.The data sets are suitable for the development of contours for use in hydraulic/hydrologic model development, and for assessing environmental impacts. Typical uses for the data set include: Flood Risk MAP (Mapping, Assessment, and Planning). DFIRM map updates. Watersheds and other hydro studies per FEMA specifications. County Mapping projects which include several uses, in addition to Flood mitigation assessment. Mapping projects that include accuracy verification, reporting and metadata.This dataset was acquired through the High Priority Imagery and Data Sets (HPIDS) contract. The contract was created in 2009 to maximize spending power by coordinating geospatial data purchases to share costs and to ensure that acquired data meet high standards of quality. The successor to HPIDS is the StratMap contract, established in 2015.Lidar data for Texas is made available online through the use of data compression using [LASTools](https://rapidlasso.com/lastools/). LASTools is an open-source collection of tools for lidar data viewing and manipulation. TNRIS uses the LASzip portion of LASTools for compression\decompression. LASTools provides a lossless compression of the data from las to laz formats.- Software with native LAZ support- ERDAS IMAGINE (14.1 and up) by Hexagon Geospatial- Global Mapper (13.1 and up) by Blue Marble Geo- ENVI LiDAR (5.1 and up) by Exelis VIS- FME (2012 and up) by Safe Software- LAStools by rapidlasso- plas.io 3D Web Viewer by Hobu Inc.- FUSION (3.40 and up) by Bob McGaughey of the USDA- Voyager (1.3 and up) by Voyager GIS- GRASS GIS (7.0 and up) by Open Source Geospatial Foundation (OSGeo)","TNRIS",t,t,"None","data-catalog/entry/stratmap-2009-1m-dallas.md","","","3ccf1d18-e2b9-11e4-8d26-0e018d66dc29","images/data-catalog/entry/stratmap_2009_1m_dallas_overview.jpg","images/data-catalog/entry/stratmap_2009_1m_dallas_th.jpg","","","https://tnris-datadownload.s3.amazonaws.com/d/tnris-lidar/state/tx/tnris-lidar_tx.zip","https://tnris-datadownload.s3.amazonaws.com/datacatalog/supplemental_reports/stratmap_2009_1m_dallas_supplementalreports.zip","https://tnris-datadownload.s3.amazonaws.com/datacatalog/lidar_breaklines/stratmap_2009_1m_dallas_breaklines.zip","Dallas, Tarrant, Rockwall, Denton, Collin, Ellis","Dallas, Tarrant, Rockwall, Denton, Collin, Ellis, Lidar, Point Cloud, LAS, Elevation, County, Historical","2018-07-30 11:42:39.921+00","2018-07-30 11:42:39.921+00","","593a35c8-9527-4e32-a3bf-c59c56173dd9","40d5e189-a34c-40f3-aa24-632bf1fab596"
"9dabb50e-00a1-46e5-8966-8a54ac424de6","StratMap 2014 50cm Bandera & Lampasas Lidar","2015-05-12","<p>Lidar data for Bandera & Lampasas.</p>","This data has been acquired and developed by the Texas Natural Resources Information System (TNRIS) for collection and delivery of topographic elevation point data derived from multiple return light detection and ranging (Lidar) measurements for the 2256 sq. mile project area encompassing Bandera and Lampasas Counties, Texas. Fugro EarthData, Inc. acquired 305 flight lines in 36 lifts from December 18, 2013 to January 25, 2014. Lidar data collection was performed with a Cessna 310 twin engine aircraft, utilizing a Riegl LMS-Q680i Lidar sensor; collecting multiple return x, y, and z as well as intensity data. The classified Lidar point cloud data are delivered in LAS 1.2 format: 1, unclassified, 2, bare-earth ground, 3, low vegetation, 4, medium vegetation, 5, high vegetation, 6, buildings, 7, low points(noise), 9, water, 13, bridges, and 14, culverts. Specialized in-house and commercial software processes the native Lidar data into 3-dimensional positions that can be imported into GIS software for visualization and further analysis. The horizontal datum for the data is in UTM 14N Coordinates, NAD83(2011) in meters and the vertical datum is the North American Vertical Datum of 1988 (NAVD88) in meters using GEIOD12A.The data acquired will become part of an ongoing data collection by the State of Texas to support mapping and modeling of flood plains, hydrography, and terrain.The data are intended to exceed requirements for Federal Emergency Management Agency (FEMA) specifications for Floodplain Mapping as well as serve as an input to the U.S. Geological Survey refinements to the National Elevation Dataset. The project consists of high accuracy classified Lidar data in LAS format as well as raster digital elevation models and intensity images.This dataset was acquired through the High Priority Imagery and Data Sets (HPIDS) contract. The contract was created in 2009 to maximize spending power by coordinating geospatial data purchases to share costs and to ensure that acquired data meet high standards of quality. The successor to HPIDS is the StratMap contract, established in 2015.Lidar data for Texas is made available online through the use of data compression using [LASTools](https://rapidlasso.com/lastools/). LASTools is an open-source collection of tools for lidar data viewing and manipulation. TNRIS uses the LASzip portion of LASTools for compression\decompression. LASTools provides a lossless compression of the data from las to laz formats.- Software with native LAZ support- ERDAS IMAGINE (14.1 and up) by Hexagon Geospatial- Global Mapper (13.1 and up) by Blue Marble Geo- ENVI LiDAR (5.1 and up) by Exelis VIS- FME (2012 and up) by Safe Software- LAStools by rapidlasso- plas.io 3D Web Viewer by Hobu Inc.- FUSION (3.40 and up) by Bob McGaughey of the USDA- Voyager (1.3 and up) by Voyager GIS- GRASS GIS (7.0 and up) by Open Source Geospatial Foundation (OSGeo)","TNRIS",t,t,"None","data-catalog/entry/stratmap-2014-50cm-bandera-lampasas.md","","","27c4e8f0-e2c1-11e4-8fe0-0e853d047bba","images/data-catalog/entry/stratmap_2014_50cm_bandera_lampasas_overview.jpg","images/data-catalog/entry/stratmap_2014_50cm_bandera_lampasas_th.jpg","","","https://tnris-datadownload.s3.amazonaws.com/d/tnris-lidar/state/tx/tnris-lidar_tx.zip","https://tnris-datadownload.s3.amazonaws.com/datacatalog/supplemental_reports/stratmap_2014_50cm_bandera_lampasas_supplementalreports.zip","","Bandera, Kendell, Lampasas","Bandera, Kendell, Lampasas, Lidar, Point Cloud, LAS, Elevation, County, Historical","2018-07-30 11:42:39.948+00","2018-07-30 11:42:39.948+00","","593a35c8-9527-4e32-a3bf-c59c56173dd9","40d5e189-a34c-40f3-aa24-632bf1fab596"
"bf44d22e-8606-466c-8f32-b9561da2ace8","CAPCOG 1997 2m BW Orthoimagery","2014-02-01","<p>Black and White 2m Aerial Imagery produced by the Capital Area Planning Council of Government (CAPCOG).</p>","Black and White 2m Aerial Photography captured for the 10,496 square mile region database as developed and maintained by the Capital Area Planning Council of Government (CAPCOG).","CAPCOG",t,t,"None","data-catalog/entry/capcog-1997-2m-bw.md","","","f42d2afe-ded1-11e4-a345-0e4fddd5de28","images/data-catalog/entry/capcog_1997_2m_bw_overview.jpg","images/data-catalog/entry/capcog_1997_2m_bw_th.jpg","images/data-catalog/entry/capcog_1997_2m_bw_natural.jpg","images/data-catalog/entry/capcog_1997_2m_bw_urban.jpg","https://tnris-datadownload.s3.amazonaws.com/datacatalog/tile_index/capcog_1997_2m_bw_tileindex.zip","","","Bastrop, Blanco, Burnet, Caldwell, Fayette, Hays, Lee, Llano, Travis, Williamson","Bastrop, Blanco, Burnet, Caldwell, Fayette, Hays, Lee, Llano, Travis, Williamson, County, Orthoimagery, Imagery, Aerial Photography, BW, Black, White, 911, Austin, San Marcos, Georgetown, Historical","2018-07-30 11:42:39.924+00","2018-07-30 11:42:39.924+00","26a5ae1c-42b4-4e97-8226-613856d5c3ab","593a35c8-9527-4e32-a3bf-c59c56173dd9","40d5e189-a34c-40f3-aa24-632bf1fab596"
