OBJECTID,area_type,area_type_id,area_type_name,orig_data_download_id,area_code,SHAPE_Length,SHAPE_Area
51232,quad,0248bb3a-0069-494c-bbc9-47096e70aa64,Waynoka West,666666,369825,0.49999994,0.015624996
51233,quad,ac0bd540-397c-4c3b-933b-15a3e0bdd4b6,Canute,666666,359938,0.499999944,0.015624996
51234,quad,e4a87eb5-85f7-475f-ad95-6391bc44dd86,Waurika East,666666,349749,0.499999942,0.015624996
51235,quad,b7d1d66a-619e-45c4-9ca0-75b4f3906033,Purcell,666666,359762,0.50000056,0.015625035
51236,quad,4f1930d4-4783-425f-b759-c25bd99befca,Keystone Dam,666666,369654,0.499999942,0.015624996
51237,quad,15afc634-aed2-405d-ade6-d03600f97ee8,Mutual,666666,369955,0.49999994,0.015624996
51238,quad,687a2885-c4a2-4ca1-8330-6a3b405c10fa,Gore,666666,359532,0.499999942,0.015624996
51239,quad,6e7799ae-7c04-4c0a-804c-05765e7776a8,Marshall East,666666,369752,0.499999942,0.015624996
51240,quad,99ce1897-cb7a-4fa2-b32c-ab0a79befa2c,Tryon South,666666,359609,0.499999942,0.015624996
51241,quad,114bd400-e6c6-4285-8b21-4b917a07ba5a,Cole,666666,359760,0.500000252,0.015625016
51242,quad,13250aff-0e7f-436d-8864-f715d42e1914,Dacoma SE,666666,369828,0.49999994,0.015624996
51243,quad,36f66c4c-eb42-4ef9-b3f7-8428681549fe,Healdton,666666,349753,0.499999942,0.015624996
51244,quad,210859ba-a22b-49cd-bd70-42a4bf2b1bd4,Hough NE,666666,360104,0.499999942,0.015624996
51245,quad,efb028df-a7da-4e3d-ae40-fc771fa114ff,Garber,666666,369736,0.499999944,0.015624996
51246,quad,68976ba6-c4db-468a-b916-994f2a35b03c,Temple,666666,349847,0.49999994,0.015624996
51247,quad,4deed805-de50-4cf1-b5e1-613226c5b7c8,Tuttle,666666,359742,0.499999942,0.015624996
51248,quad,91f0bd2a-fcaa-4d74-8bcb-c50c4e217322,Potato Peaks,666666,359458,0.500000252,0.015625016
51249,quad,3349ac66-a2eb-474b-98aa-86986be6525a,Cashion,666666,359711,0.499999942,0.015624996
51250,quad,54229e80-f989-406d-a69d-2d9986833251,Mount Scott,666666,349820,0.49999994,0.015624996
51251,quad,c20d3008-0d85-4985-927b-9ff7f4692956,Sapulpa North,666666,369664,0.499999944,0.015624997
51252,quad,720f21e7-11ca-4b8e-a108-005fef817355,Watonga,666666,359813,0.499999942,0.015624996
51253,quad,e0cf70fa-0edb-46f2-9ee3-281cc1dd7d44,Shidler,666666,369611,0.49999994,0.015624996
51254,quad,efc24b2d-7ff1-49a8-b586-3b66d214c6a4,Hopkins,666666,360216,0.499999942,0.015624996
51255,quad,00c37cac-53e1-4144-992d-d35d73017cf6,Long Mountain,666666,349924,0.499999942,0.015624996
51256,quad,2cd682d9-9cd9-4937-8429-4bffa7413afe,Counts,666666,349520,0.499999942,0.015624996
51257,quad,12e5c0c1-ed70-473c-848a-3e5e45b45d7b,Hopeton,666666,369819,0.500000252,0.015625016
51258,quad,d59528c6-deea-4a55-a85a-e661a99d4538,Retrop,666666,359954,0.499999944,0.015624997
51259,quad,8b72b52d-6f5a-4fd2-81a0-00c37f21c637,Ratliff City,666666,349736,0.499999944,0.015624996
51260,quad,005c6f03-0d79-4273-812d-441f436bcd21,Joy,666666,349731,0.49999994,0.015624996
51261,quad,bb58a318-ebf3-4880-aaf5-eb9979322b99,Hardesty,666666,360131,0.499999942,0.015624996
51262,quad,9074df66-987f-48e3-bc2f-dd5c42137bf0,Osage Hills,666666,369545,0.50000025,0.015625016
51263,quad,da68be3e-3db7-4997-8c78-fe8fed6ff99a,Healdton SE,666666,349762,0.50000025,0.015625016
51264,quad,299d5d7c-030b-46dd-b237-1a7a89612c38,Honobia,666666,349425,0.49999994,0.015624996
51265,quad,33fea47c-4f22-4495-93af-4c63a98c37c0,Tushka,666666,349647,0.49999994,0.015624996
51266,quad,1a01638f-2765-48a9-9b03-1a2c36e6e5c7,Ludlow,666666,349426,0.499999942,0.015624996
51267,quad,781b9310-48f5-4bd5-8e7d-d4587d9dc7bf,Bull Creek,666666,359957,0.50000056,0.015625035
51268,quad,c0421dad-af60-4d4e-ac3f-27a391d4886a,Copan,666666,369501,0.500000248,0.015625015
51269,quad,295a59c7-df48-43fd-bb05-d96b35072417,Blocker,666666,359560,0.500000252,0.015625016
51270,quad,d4e4b321-ca0e-43a3-a92f-1c51f01bfc24,Davis,666666,349732,0.499999942,0.015624996
51271,quad,c436913f-3a15-45e9-8478-cfa2fb90a037,Spencer,666666,359729,0.49999994,0.015624996
51272,quad,8ed72b40-f268-4a13-a1e9-cd8938561353,Gowen,666666,349505,0.49999994,0.015624996
51273,quad,8f04ddb7-2741-4c30-a7de-c238b3093d7c,Hulbert,666666,359507,0.49999994,0.015624996
51274,quad,1e02ff44-aa6b-4708-85da-1e02eb00e446,Dustin,666666,359648,0.499999942,0.015624996
51275,quad,356b5acc-72d3-437f-8bb9-6d8a4e4514cb,Bethel,666666,349442,0.499999942,0.015624996
51276,quad,e4f4c941-d6a4-405b-8c75-38dd79aa9abd,Connerville SE,666666,349644,0.499999942,0.015624996
51277,quad,95fb67ee-8386-49b0-a4b8-475bb3948e5c,Albion SW,666666,349531,0.49999994,0.015624996
51278,quad,836c1fcd-725d-4011-9609-bc2833bcb638,Turpin East,666666,360010,0.499999942,0.015624996
51279,quad,c080eccf-fa14-460f-a9fe-76a03d026a7e,West Point,666666,369650,0.499999942,0.015624996
51280,quad,6017246c-23e1-44b4-bb16-0e7e1d3d7c4b,Roberta,666666,339606,0.499999944,0.015624997
51281,quad,9d360192-4b3a-4869-9c9d-47294767caaa,Racine,666666,369404,0.499999942,0.015624996
51282,quad,736df530-49d2-46da-9a91-b55f9474f8a8,Pharoah,666666,359640,0.499999944,0.015624996
51283,quad,ca46d140-0e91-4405-a023-0c963e4228b2,Fairmont,666666,369743,0.50000025,0.015625016
51284,quad,6325602b-6511-4cb4-83ee-89852e2e48ba,Oakwood SE,666666,359812,0.499999942,0.015624996
51285,quad,b615ca66-13e7-4e51-9ed5-ccf3f9ea6fb5,Adamson,666666,349504,0.499999942,0.015624996
51286,quad,8ea8e513-8960-464e-9fb3-d99dcdc493da,Dover,666666,359701,0.49999994,0.015624996
51287,quad,c59eeb96-48c0-4cce-a135-fba773a79383,Antelope Hills NE,666666,359902,0.49999994,0.015624996
51288,quad,8cc97bfa-c8c1-4672-acc8-ff30797eed4e,Sasakwa,666666,349604,0.499999942,0.015624996
51289,quad,27262557-c7d2-4c15-b9e5-81333dfb950c,Watchorn,666666,369633,0.499999942,0.015624996
51290,quad,54bb7abd-2c9e-486d-afdf-1be821c4b0f8,Childers,666666,369512,0.499999942,0.015624996
51291,quad,768970ab-329c-41ad-bcb5-8b36fe82a4ce,Taloga,666666,369857,0.499999942,0.015624996
51292,quad,284c9446-f3ec-4c9b-b949-53924b8439e3,Hominy NE,666666,369638,0.499999944,0.015624997
51293,quad,2a58da66-754b-432f-b7f6-139a885c6ec2,Pierce,666666,359535,0.499999942,0.015624996
51294,quad,96648df0-5d4f-45cb-b5d9-6ee83128e3a1,Alden,666666,349804,0.49999994,0.015624996
51295,quad,242a10f9-2823-4a90-9b2e-14fe620d76bb,Nashoba,666666,349539,0.499999942,0.015624996
51296,quad,4b256cbc-85cc-455e-a3d4-6f4c9fcf839c,Pocasset,666666,359749,0.499999942,0.015624996
51297,quad,18c6e69b-486e-4bde-8e90-c622d368f156,Bennington North,666666,349664,0.499999942,0.015624996
51298,quad,5b6be0cd-24d1-481f-885b-27e678ab3091,May West,666666,369926,0.49999994,0.015624996
51299,quad,1354b502-f887-4d51-9431-51280e223b03,Bixby,666666,359501,0.500000248,0.015625015
51300,quad,ec91d574-8781-482c-8d97-7dba4e0dece9,Stroud South,666666,359619,0.49999994,0.015624996
51301,quad,5a79eeb8-42c3-4ca6-a1b4-d133fe9a63f9,Cogar NW,666666,359839,0.499999942,0.015624996
51302,quad,23835e5c-9344-4309-8dd1-36ee25a7126f,Bison,666666,369749,0.49999994,0.015624996
51303,quad,0439e767-5f94-4566-b9a1-a789b65907f7,Dibble,666666,359759,0.50000025,0.015625016
51304,quad,c09aa543-e641-4735-899c-6108ceb89d4b,Leflore SE,666666,349410,0.499999944,0.015624996
51305,quad,43a87e70-8144-493d-a930-d1bacd9df9c9,Northwest Muskogee,666666,359513,0.499999942,0.015624996
51306,quad,4ebf2816-852a-4633-a312-a98d889b2912,Stuart,666666,349608,0.499999942,0.015624996
51307,quad,61800472-b792-4ec0-a9a7-f393a45876ee,Ninemile Creek,666666,349830,0.499999942,0.015624996
51308,quad,37d3b54a-0a53-4714-aa89-4ec505706901,Carnegie,666666,359860,0.50000025,0.015625016
51309,quad,95899d30-fc23-4bbe-8874-3218fb95fbfc,Gypsy,666666,359621,0.49999994,0.015624996
51310,quad,559e3ef7-9664-439b-ab88-9d573e306d29,Bowring SE,666666,369616,0.499999942,0.015624996
51311,quad,2f5d4a69-60e7-4ea2-8761-0099d1a06f72,Guthrie South,666666,359713,0.499999942,0.015624996
51312,quad,f7f1a5d2-51d5-498b-9a1b-8564b66bd2bf,Muldrow,666666,359436,0.499999944,0.015624996
51313,quad,ba2d1fe6-0d83-454a-9c91-d5a18ac38fc9,Mocane SE,666666,360014,0.499999942,0.015624996
51314,quad,ef53ce6b-9ce0-417d-ad12-3bf67e8ced31,Ceres,666666,369738,0.500000252,0.015625016
51315,quad,71889fb8-61b5-4c04-87bc-32a1f33e8333,Fort Supply NW,666666,369919,0.499999942,0.015624996
51316,quad,ffdc0ab0-dc8e-4ae7-ad81-29a3518e7241,Poteau West,666666,359459,0.500000558,0.015625035
51317,quad,5aac810b-712a-4663-8860-30f7cfb21cb9,Shattuck,666666,369941,0.50000056,0.015625035
51318,quad,5c2ced6c-bf72-46ec-ac8e-6b0e99958dbc,Old Glory Mountain,666666,349450,0.499999944,0.015624997
51319,quad,52b9125d-ec7f-48f8-b80b-64b6740e8716,Whites Lake,666666,349844,0.49999994,0.015624996
51320,quad,2cd4db61-99cf-4a06-a990-98880bcbad41,Fairfax,666666,369627,0.49999994,0.015624996
51321,quad,3696ec9b-8277-4fde-a96c-485876e51273,Hammon,666666,359921,0.49999994,0.015624996
51322,quad,32a1f5c4-e2e5-47d0-b30c-8b9d37f0785e,Babbs,666666,349908,0.499999942,0.015624996
51323,quad,36952da2-5c5f-43ae-b123-47bd05e3b0c5,Chetopa,666666,379564,0.499999944,0.015624997
51324,quad,f5edaa14-4322-4b29-a6f6-d6ae1de05284,Laverne,666666,369917,0.500000252,0.015625016
51325,quad,d1409935-c7b2-465f-8035-ddb63bb9e118,Gould,666666,349918,0.49999994,0.015624996
51326,quad,6c1e7727-5a02-49f2-96f8-52009369ffc6,Gate NE,666666,360008,0.499999942,0.015624996
51327,quad,a51d1a7e-def3-4711-a634-6b21abfdb8a2,Deer Creek,666666,369712,0.499999942,0.015624996
51328,quad,e2744303-daaf-428e-b164-3b3677c0490d,Silverdale,666666,379657,0.499999942,0.015624996
51329,quad,f6ac3262-3238-4fae-b6ea-828934816cdf,Comanche,666666,349741,0.49999994,0.015624996
51330,quad,78b62636-eff7-4670-9c95-50d1067c803a,Bryans Corner SW,666666,360025,0.49999994,0.015624996
51331,quad,c394e111-96ff-4502-950f-dd0416f0943c,Spanish Peak,666666,359509,0.50000025,0.015625016
51332,quad,1d3e2d6e-0aca-467c-b0b5-13502246f6ec,Balko SW,666666,360027,0.49999994,0.015624996
51333,quad,1da37a1d-c1fb-4dbf-907b-1c0ffd559012,Leonard,666666,359502,0.499999942,0.015624996
51334,quad,43cc8e3c-3628-4dd6-b9f0-73969a175dcf,Colcord,666666,369443,0.500000558,0.015625035
51335,quad,cd1ebaf2-1d14-4e90-82cb-213fd223ed8b,Caney,666666,379557,0.50000025,0.015625016
51336,quad,7fe8a1c8-41ce-401f-9c49-ffc3c3944f22,Vera,666666,369533,0.50000025,0.015625016
51337,quad,757fcebd-e4f4-4869-a504-dc30926c846f,Watonga SE,666666,359814,0.499999944,0.015624996
51338,quad,96bae767-bd37-4e5a-abb7-119d6f154911,Hugo,666666,349560,0.499999942,0.015624996
51339,quad,86562882-fffb-44f2-a59b-17397e9ac9e0,Kenton NE,666666,360202,0.499999942,0.015624996
51340,quad,8e09529d-da59-4475-900e-b4085f68e63c,Harmon,666666,369952,0.499999942,0.015624996
51341,quad,90c62394-61fa-4f58-be16-3a48880872e8,Fort Towson,666666,349562,0.499999942,0.015624996
51342,quad,1133a432-2aae-45c3-9f70-a385ab318176,Lookout,666666,369906,0.499999942,0.015624996
51343,quad,86aea59a-ded1-4936-9d53-f6bcfc749a5d,Wellston,666666,359724,0.499999942,0.015624996
51344,quad,13b734b3-5e11-4cb3-8874-115e42c4fd52,Lake McAlester,666666,359558,0.500000252,0.015625016
51345,quad,aa1585b4-b21e-4fd9-8ce7-3e0ee756704a,Dexter SW,666666,379659,0.499999942,0.015624996
51346,quad,0386cf5e-ed93-493a-9567-15876187d3ba,Adel,666666,349528,0.499999942,0.015624996
51347,quad,4a4cd091-9cce-4ce4-83cb-701da4f473a7,Granite,666666,349905,0.49999994,0.015624996
51348,quad,77c84bd0-e135-4b28-b273-9f18edd914ae,Clear Lake,666666,360022,0.499999944,0.015624996
51349,quad,bd67e292-20fd-4155-9d68-c61f54dda035,Lovell,666666,369759,0.499999942,0.015624996
51350,quad,0eb5d66e-8b12-41e6-aae1-4ca0d686453e,Boswell SW,666666,349557,0.500000248,0.015625015
51351,quad,822d6db6-42e6-4145-a12d-c85f45a6ea99,Marble City,666666,359426,0.499999942,0.015624996
51352,quad,0f83bda5-e4aa-418d-9cfb-a3e0f3206a13,Bartlesville North,666666,369509,0.500000248,0.015625015
51353,quad,afb18d86-4659-4976-b979-49623608fae4,Antlers East,666666,349552,0.499999944,0.015624997
51354,quad,3b0f9809-5c6d-4a8c-b007-d576980e1e6c,Meers,666666,349812,0.499999942,0.015624996
51355,quad,b0f533a0-c28c-43a1-8c0d-f0318431265a,Clear Lake NW,666666,360021,0.499999942,0.015624996
51356,quad,761a45ea-574d-49b9-a52b-50be82d997e7,Lone Grove,666666,349754,0.500000252,0.015625016
51357,quad,e688ccac-ad9f-4eb0-95cb-1fa9cb99422d,Tegarden NE,666666,369802,0.499999942,0.015624996
51358,quad,9c67a068-86fe-4052-964f-ebc09a100718,Hackberry Flat,666666,349841,0.49999994,0.015624996
51359,quad,0c2515a3-eb9d-47e3-88c4-35b5da4e0f5c,Muse,666666,349418,0.499999942,0.015624996
51360,quad,47d85c90-6bfe-49c2-949f-3b1bb382cfe4,Berlin,666666,359935,0.499999942,0.015624996
51361,quad,cdcfb8ab-a04b-4027-a14c-e35016b2626c,Dill City,666666,359947,0.49999994,0.015624996
51362,quad,b048dae3-964a-40a8-8ad4-b6b595f40c79,Sulphur South,666666,349633,0.499999942,0.015624996
51363,quad,bdee7795-7d8b-456c-9c0b-454cba6fbc0a,Ingersoll,666666,369813,0.49999994,0.015624996
51364,quad,729b279a-d42a-46a2-a7ac-63339b54932d,Catoosa,666666,369551,0.49999994,0.015624996
51365,quad,b954a6aa-053a-4c12-85d3-a1a71d8b25d7,Stratford,666666,349609,0.499999942,0.015624996
51366,quad,40070d23-44b7-45f7-b21d-445b6cb7de6d,Southeast Muskogee,666666,359522,0.499999942,0.015624996
51367,quad,cf846dae-2175-4470-a9d3-92f2cba3f939,Daisy,666666,349527,0.49999994,0.015624996
51368,quad,a01290b9-f7b6-4120-8e0b-4489ae51b5ff,Eddy,666666,369721,0.499999942,0.015624996
51369,quad,351f8a99-2dac-4dfd-af20-6c1e3d266690,Picher,666666,369402,0.499999942,0.015624996
51370,quad,27fa5591-9499-4f4d-8629-c478c7df67e0,Rocky Ford,666666,349816,0.499999944,0.015624997
51371,quad,ee3bfe20-2a9f-42f1-973c-f2e50f7a37ed,Prairie Hill,666666,349928,0.499999942,0.015624996
51372,quad,523b1aa6-da87-48ac-9f6a-95764e2102d1,Geronimo,666666,349837,0.499999942,0.015624996
51373,quad,de4946bf-c42b-4f58-8577-0006ae76c9c8,Sickles,666666,359845,0.49999994,0.015624996
51374,quad,25682767-5d39-4c61-9b66-439ac497d2de,Wakita SE,666666,369710,0.499999942,0.015624996
51375,quad,c5737581-5a3e-43fa-9229-fa51bb2198b1,Mocane SW,666666,360013,0.49999994,0.015624996
51376,quad,7fdbbcb6-16c8-4ae9-ac90-1e3fbeb2e237,Quinton North,666666,359554,0.499999944,0.015624997
51377,quad,15d76bfe-1f16-4649-b2d7-9f5ee4d84a56,Bradley,666666,349703,0.49999994,0.015624996
51378,quad,1e6abbc5-cdbb-4080-8f39-3fba77258eb4,Pawhuska,666666,369622,0.499999944,0.015624997
51379,quad,ad2c6b45-504d-4d74-99eb-7423ebbead13,Texola,666666,359949,0.500000252,0.015625016
51380,quad,32629cb8-1f1c-4220-bda0-ff54597976a8,Roosevelt,666666,349916,0.499999944,0.015624997
51381,quad,e9f5f2ad-4eae-4258-91b6-563bad963140,Harmon SE,666666,369960,0.499999944,0.015624997
51382,quad,06412b8f-e855-4796-b939-733f414b25c2,Russell,666666,349911,0.499999942,0.015624996
51383,quad,4239b0df-2ac8-42c7-a08f-bb126dfa1ef3,Nebo,666666,349641,0.49999994,0.015624996
51384,quad,7c42df09-4383-4c55-8dcf-f63188706d32,Panama,666666,359451,0.50000025,0.015625016
51385,quad,4773060b-7aee-4140-b900-0e3fd4c74241,Broken Arrow,666666,369558,0.499999944,0.015624997
51386,quad,bb3bcac2-3f26-473d-8d22-6906101745ff,Autograph Cliff,666666,360211,0.49999994,0.015624996
51387,quad,7d1ccde4-cb9c-4a0e-a6a7-a28dec432407,Shawnee,666666,359641,0.49999994,0.015624996
51388,quad,d95e3946-60ce-4734-8c41-35ccbc279d16,Kingfisher,666666,359709,0.499999942,0.015624996
51389,quad,fb318920-2a53-4bf5-8ee2-f7d137aa9b0a,Maple City,666666,379658,0.499999944,0.015624997
51390,quad,534981ca-a481-4749-8d52-a89db43baa8b,Grove,666666,369426,0.499999942,0.015624996
51391,quad,ca060541-44ef-40a4-8e7b-4695b2a7df28,Eva,666666,360109,0.49999994,0.015624996
51392,quad,7f9465a0-6d08-410a-8a24-62e6441bee65,Ketchum,666666,369532,0.499999942,0.015624996
51393,quad,d3429483-0ad4-4e24-aaf8-4cb934da9957,Little Ponderosa,666666,360001,0.49999994,0.015624996
51394,quad,cecb193f-a806-4f12-97e4-9e60a5131bd5,Purdy,666666,349720,0.499999942,0.015624996
51395,quad,0fbf4fad-0e65-4991-9e08-ca8902ea8774,Mangum South,666666,349912,0.499999944,0.015624996
51396,quad,8a5c431c-e695-41ed-979b-381856fc68c5,Elmore City NE,666666,349722,0.50000025,0.015625016
51397,quad,a0b4a98d-f39e-42b3-8130-014961d03045,Rocky,666666,359956,0.499999944,0.015624997
51398,quad,7b868b74-6807-4622-a261-78599b6e74fd,Loco,666666,349743,0.49999994,0.015624996
51399,quad,9cc53866-767c-4854-bb29-121ebb643fd9,Nellie,666666,349832,0.499999942,0.015624996
51400,quad,c07b6a49-811b-4fa7-abdb-4a175300e481,Orlando West,666666,369753,0.49999994,0.015624996
51401,quad,b2686836-945d-4eac-acc8-4ddc8d8115f9,Sageeyah,666666,369543,0.50000025,0.015625016
51402,quad,0f636543-d4de-43c4-a42f-539f60660a34,Duke,666666,349920,0.499999942,0.015624996
51403,quad,60c9ac73-d38b-47ee-abae-a04b76f7ea2e,Wright City,666666,349564,0.499999942,0.015624996
51404,quad,36cff7e9-2876-4385-89c0-a8ec83cf96fe,Lake Altus,666666,349906,0.499999942,0.015624996
51405,quad,a0876598-6a2a-4729-81ad-6344850a0b7f,Fairvalley SE,666666,369932,0.499999942,0.015624996
51406,quad,71b617d2-5e02-44f0-b6b6-651cd5fa9953,Drumright,666666,359604,0.499999942,0.015624996
51407,quad,11ec7e8d-afc5-482f-9040-c1fd1cd3f59b,Alva,666666,369811,0.50000025,0.015625016
51408,quad,496e153e-196c-4789-b6c8-2dbb437fd548,Ritts Junction,666666,359620,0.499999942,0.015624996
51409,quad,cd96890a-d55c-4718-bbd0-b4d0f5f1da73,North Village,666666,359603,0.49999994,0.015624996
51410,quad,bdfdc7d8-e920-44c1-a88b-25af60903839,Cottonwood Creek,666666,349744,0.499999942,0.015624996
51411,quad,faf3bf9b-b16f-4d28-8eeb-1d8140191109,Adams,666666,360116,0.49999994,0.015624996
51412,quad,39947da9-a706-4e6b-a0a7-75daef88291f,Coalgate,666666,349631,0.49999994,0.015624996
51413,quad,f782194d-bb1a-4877-9aff-918233931c5e,Optima Dam,666666,360123,0.499999944,0.015624996
51414,quad,ba8fd559-f352-4416-8f0e-5901db493d34,Rattan,666666,349553,0.499999942,0.015624996
51415,quad,69c98852-4a0c-483b-a507-e9c9a36e2c48,Kosoma,666666,349544,0.499999942,0.015624996
51416,quad,ce1f60fa-f462-4c93-973c-039e1d6056e1,Lake Holdenville,666666,359662,0.500000252,0.015625016
51417,quad,1fb2e129-6dde-4a74-b75a-6f7a5d6904cb,Valeda,666666,379561,0.499999942,0.015624996
51418,quad,0bb57af9-6bcd-4bf9-b0f5-cd9441e0a483,Greasy,666666,359419,0.500000248,0.015625016
51419,quad,51907e9a-e61b-4c3e-b4fc-78fba1d336e5,Sallisaw,666666,359434,0.499999944,0.015624996
51420,quad,9bd18757-172e-4ce4-99bd-e96e60e6f040,McAlester SW,666666,349509,0.50000025,0.015625016
51421,quad,5298d995-8fc6-4836-8834-4c56a9dbe37a,Turner Falls,666666,349739,0.499999942,0.015624996
51422,quad,f8621afe-5eb2-4030-ad28-62e7421f7c46,Sand Creek,666666,369816,0.499999942,0.015624996
51423,quad,09f73fb6-c7fe-477e-995c-5a0f91f942e2,Jet SE,666666,369832,0.499999942,0.015624996
51424,quad,4cf07016-7bcb-4d9b-a247-03b6b7c326e4,Red Rock,666666,369739,0.499999942,0.015624996
51425,quad,e5fdf073-7704-4a26-b04c-3ec84db93818,Waynoka East,666666,369826,0.499999942,0.015624996
51426,quad,c7f9f370-ab96-4a02-b5be-e8c76f4de528,Carter East,666666,359953,0.499999942,0.015624996
51427,quad,55704cbf-5c32-4f46-ba4c-40ab7350d4d2,Concharty Mountain,666666,359510,0.499999944,0.015624996
51428,quad,bfe5b7dc-dc5e-4673-a22b-035468dec9a6,Weatherford,666666,359827,0.50000025,0.015625016
51429,quad,7fd66b5e-693c-4734-ae9d-5c78b13265ff,Covington,666666,369744,0.500000252,0.015625016
51430,quad,7dbac583-76b2-455c-8db2-82fe189ab627,Fairvalley SW,666666,369931,0.49999994,0.015624996
51431,quad,76846a86-3545-4cc4-9e41-1bd5ea8246f0,Cayuga,666666,369419,0.50000025,0.015625016
51432,quad,f1b20163-3874-4e4f-bcd0-b1e4862a9514,Yeager,666666,359654,0.499999944,0.015624997
51433,quad,b5503f4c-aa5d-49b2-9a24-cbf4680e9247,Gotebo West,666666,359857,0.50000025,0.015625016
51434,quad,11ce9e41-92f7-4ba0-9c6c-ad9079b4ddbd,Stafford,666666,359932,0.499999942,0.015624996
51435,quad,2c60d2c3-87f0-4056-8d26-0e6aba7cbe8a,Webb,666666,359907,0.49999994,0.015624996
51436,quad,7b023e47-38b9-413b-af04-3c57e6ca47c5,Sardis,666666,349521,0.49999994,0.015624996
51437,quad,8a50a64f-1502-4f00-b5c4-9a898cf34c26,Keota,666666,359441,0.49999994,0.015624996
51438,quad,b986bcb3-b410-4fc1-86a2-05aad991e3ae,Razor Blade Mesa,666666,360204,0.50000025,0.015625016
51439,quad,4256a270-7f6a-4d95-9ce4-99754d2c813b,Afton NE,666666,369418,0.499999944,0.015624996
51440,quad,97c59521-015e-4748-95bf-56e20746fc69,Union,666666,369758,0.499999944,0.015624997
51441,qquad,3505450d-b559-4e01-b893-11888e193150,Winslow|SE,666666,3594154,0.249999894,0.003906247
51442,qquad,577532c8-96c4-4323-abc6-afdd605393d4,Osage NE|SE,666666,3693544,0.249999896,0.003906247
51443,qquad,552d98d1-4b65-4d1c-b767-c707d87d7cbc,Rhea|NE,666666,3694612,0.249999892,0.003906247
51444,qquad,afa3234a-1e5a-4ad1-8e26-1a688aeb7a38,Cato|NW,666666,3492061,0.249999898,0.003906247
51445,qquad,ac922dd4-d5fd-430f-b26c-be01b133ed49,Boydsville|SE,666666,3690454,0.249999894,0.003906247
51446,qquad,468d07c7-b362-45b3-9134-7ba47000f176,De Witt NE|NE,666666,3491382,0.249999894,0.003906247
51447,qquad,1aa1afc1-e03a-4ae4-a0d7-9fb74d48b7cc,Harriet|SE,666666,3592044,0.250000248,0.003906258
51448,qquad,d129bb8a-b1b9-44e8-b9f6-e796e036133b,Laneburg|SE,666666,3393224,0.249999896,0.003906247
51449,qquad,590c347b-51b1-420a-aa45-1e4364ff5f35,Durham|SW,666666,3593013,0.250000248,0.003906258
51450,qquad,90c03bd9-c601-49c8-891d-49abd68569a7,Prescott West|NE,666666,3393132,0.249999894,0.003906247
51451,qquad,2a1f9e2f-e8a9-4db3-bd4c-c6b594d4de51,Western Grove|NW,666666,3692571,0.249999892,0.003906247
51452,qquad,77ffa6cc-d2a0-47b4-9a7f-55562f330b70,Cleveland|SE,666666,3592354,0.249999892,0.003906247
51453,qquad,d4e04ebf-c483-4db2-9119-78ad12c4696a,Poughkeepsie|SE,666666,3691614,0.250000248,0.003906258
51454,qquad,ab04dd4e-82a5-416e-a1a1-4ec21219b6f7,Evansville|NE,666666,3594132,0.249999892,0.003906247
51455,qquad,3f383cca-9a0e-4d4b-a14b-8bab0ea88567,Bates|NW,666666,3494051,0.250000248,0.003906258
51456,qquad,86db6c9c-af51-44a8-86a8-763c6bdcd2df,Center Point NE|NW,666666,3493501,0.249999892,0.003906247
51457,qquad,bcb7a02f-cf5b-4eec-a724-c6f52dbc61aa,Auvergne|NE,666666,3591312,0.249999894,0.003906247
51458,qquad,45130d2f-4b6d-497b-8384-62fe953d7a7c,Evening Shade|NE,666666,3691602,0.250000246,0.003906258
51459,qquad,0bc91ac3-f252-4e07-bf30-fed1af787fa1,Hawkins|SE,666666,3590574,0.250000244,0.003906258
51460,qquad,48d7e2a7-a6a6-4476-94bb-5cf23d4f024c,Beaver|NE,666666,3693342,0.249999892,0.003906247
51461,qquad,6d3608f1-9d5f-409f-8282-2553f0085a8c,Saint Joe|SW,666666,3692583,0.250000246,0.003906258
51462,qquad,4592d347-9a11-4666-bc10-5906608153ba,Mountain Home West|NW,666666,3692451,0.250000246,0.003906258
51463,qquad,91dbc627-f36f-49eb-904c-1bcf6c6ef0b5,Palestine|NE,666666,3490012,0.249999896,0.003906247
51464,qquad,e82ca0e9-efa6-4109-b438-9081b8baefee,Star City|SW,666666,3391023,0.249999896,0.003906247
51465,qquad,400cc070-c49a-41a2-ba58-dd93f4dd6cfb,Moore|NW,666666,3592091,0.249999892,0.003906247
51466,qquad,3bd378d9-5cdb-4199-ac8f-4f6d5319b4ba,Wheeler|SE,666666,3694624,0.250000244,0.003906258
51467,qquad,bb09a765-7cb2-499d-aa68-b3787292e22a,Gillham|SW,666666,3494543,0.249999896,0.003906247
51468,qquad,ca080a42-9811-4f1f-a256-defc4a4a0e85,Center Point|SE,666666,3493574,0.249999896,0.003906247
51469,qquad,c4b0aebc-5dfd-44d9-8d40-758468058808,War Eagle|NE,666666,3693412,0.249999894,0.003906247
51470,qquad,60bb3eb7-d1e0-4b1e-b639-992b5eada3cc,Lavaca|NW,666666,3594471,0.249999898,0.003906247
51471,qquad,cc2a3e9a-e479-4a01-9cc9-d2c937f2848d,Okolona South|SE,666666,3393064,0.249999896,0.003906247
51472,qquad,9470c94a-e9d0-48f8-b67c-ae78e5b430db,Barber|SE,666666,3594564,0.249999892,0.003906247
