"id","coverage","number_of_frames","scanned","medium","print_type","physical_location","remarks","created","last_modified","collection_id","frame_size_id","scale_id"
"95d1aded-93bd-4a8b-aad6-eefd51ed0c89","Partial",30,0,"Print","B&W","Fayette","","2018-04-07 18:38:17.949724+00","2018-04-07 18:38:17.949745+00","3fa42245-ee21-466b-b645-cd89b22748c7","e02065f0-62c4-492c-ae83-7f94868bbb71","c2170bce-6c8d-4ff7-a1de-b2736fbb77c0"
"579e2740-c9bb-4a04-b8bf-b2f9c53d4658","Full",343,0,"Print","B&W","Fort Bend","Fort Bend County","2018-02-07 16:10:34.428067+00","2018-04-07 20:51:26.366122+00","b50fc728-97f7-428d-b459-942b02a4199b","13913c8f-47de-4aff-91a7-fa8fdfa28bbe","10493d78-14cb-411e-8e7d-9ec2c6488ff3"
"24f17a8f-4e03-4a33-bdeb-5bd8eb145c91","Partial",0,0,"Print","B&W","E-4-3","","2019-01-02 14:23:08.819098+00","2019-01-02 14:23:08.819118+00","a9d60615-ac95-4f9f-9466-763d15379f6d","a3b9aa31-af6d-4052-8f73-552545a13e09","c085f008-4498-482d-8226-d9bc488651e1"
"a9a677b8-1d2b-490c-a4b3-9f1addf0604c","Full",383,0,"Print","B&W","Montgomery","Montgomery County","2018-02-07 16:10:34.428067+00","2018-04-07 20:53:37.922348+00","b50fc728-97f7-428d-b459-942b02a4199b","13913c8f-47de-4aff-91a7-fa8fdfa28bbe","10493d78-14cb-411e-8e7d-9ec2c6488ff3"
"7c66107a-f6f8-4901-9346-7826a3765aa4","Partial",0,0,"Print","B&W","Brazos","","2018-04-07 23:16:39.72641+00","2018-04-07 23:16:39.726432+00","29405520-4857-429e-a422-eb5c9b74442a","e02065f0-62c4-492c-ae83-7f94868bbb71","c2170bce-6c8d-4ff7-a1de-b2736fbb77c0"
"e98252a2-2abd-4cda-8985-37b605443239","Partial",0,0,"Print","B&W","A-3-4, A-3-6, A-3-6, A-4-1, B-4-4, C-2-1, D-1-4, E-2-5, E-4-1, E-4-2, C-1-5, C-1-4, C-1-6, A-4-3","1. This is a subset in Brown Co.
2. This is a subset of Burnet co.
3. This is a subset of Caldwell Co.
4. This is a subset of Calhoun Co.
5. This is a subset of Guadalupe Co.
6. C-2-1 subset of Hill Co.
7. D-1-4 subset for Matagorda Co.
8. E-2-5 subset for Tom Green Co
9. E-4-1 subset for Wichita Co.
10. E-4-2 subset for Willacy Co.
11. C-1-5 subset for Henderson Co.
12. C-1-4 subset for Hays Co.
13. C-1-6 subset for Hidalgo Co. 
14. A-4-3 subset for Cameron Co.","2018-11-13 17:28:15.823291+00","2019-01-02 17:18:08.664618+00","06b3d5d5-7e9d-461e-b4aa-da1d3cb84590","a3b9aa31-af6d-4052-8f73-552545a13e09","c085f008-4498-482d-8226-d9bc488651e1"
"ec876f6a-0681-4c82-abc4-c1a507a01df8","Partial",0,0,"Print","B&W","A-1-2","","2018-11-13 15:39:24.246279+00","2018-11-13 15:39:24.246298+00","3e97cbf2-bbbd-4bfe-b928-b47233be218f","a3b9aa31-af6d-4052-8f73-552545a13e09","c085f008-4498-482d-8226-d9bc488651e1"
"cc2733f8-8a8f-4579-b831-2d2b95bb2432","Partial",0,0,"Print","B&W","A-3-5","Camp Bowie","2018-11-13 17:29:56.340259+00","2018-11-13 17:29:56.340279+00","59a9e99d-fbdc-4e5e-a2d5-7fe762365d95","a3b9aa31-af6d-4052-8f73-552545a13e09","c085f008-4498-482d-8226-d9bc488651e1"
"f2a26fd5-242c-40ca-b13d-1fd274acc057","Partial",0,0,"Print","B&W","A-4-3","","2018-11-13 22:16:35.601115+00","2018-11-13 22:16:35.601136+00","2e7271bc-68cf-48ee-b86c-8c8d01ba0033","a3b9aa31-af6d-4052-8f73-552545a13e09","c085f008-4498-482d-8226-d9bc488651e1"
"30bf6cf3-1138-41cb-8a9e-766f659eeb30","Partial",0,0,"Print","B&W","B-1-2","","2018-11-14 17:24:35.958047+00","2018-11-14 17:24:35.958068+00","fc72d4f4-7944-4afc-bd34-ff87bc2fd17e","a3b9aa31-af6d-4052-8f73-552545a13e09","c085f008-4498-482d-8226-d9bc488651e1"
"f276d013-9993-4387-bb2c-9ab778260558","Partial",0,0,"Print","B&W","B-4-4","Guadalupe Co.","2018-11-16 20:01:42.942572+00","2018-11-16 20:01:42.942591+00","3d32761a-c148-4a72-8610-caebb2a45704","a3b9aa31-af6d-4052-8f73-552545a13e09","c085f008-4498-482d-8226-d9bc488651e1"
"9a0b9989-e0bd-4b21-a500-c6c7f05ea995","Partial",16,0,"Print","B&W","Comal","","2018-02-07 16:08:27.538506+00","2018-04-07 17:48:40.677067+00","19d5e4a7-ba00-4369-b79d-db9e025ce1af","e02065f0-62c4-492c-ae83-7f94868bbb71","037cacd3-584d-4571-adc9-f329f959d251"
"5fa0aa29-38ea-4771-9134-f640c4b848e9","Partial",0,0,"Print","B&W","B-1-5","Starts with roll 4","2018-11-19 19:33:02.769406+00","2018-11-19 19:33:58.413327+00","fad8abdc-79ea-4e75-9478-de0931fd4211","a3b9aa31-af6d-4052-8f73-552545a13e09","c085f008-4498-482d-8226-d9bc488651e1"
"baddb044-29f7-44a5-be7c-478ea0b2af72","Partial",6,0,"Print","B&W","Commanche","","2018-02-07 16:08:27.538506+00","2018-04-07 17:48:40.678812+00","19d5e4a7-ba00-4369-b79d-db9e025ce1af","e02065f0-62c4-492c-ae83-7f94868bbb71","037cacd3-584d-4571-adc9-f329f959d251"
"b6bdfa9b-6f3a-45d2-8564-24915221e9a0","Partial",0,0,"Print","B&W","B-2-6","","2018-11-28 22:18:57.29732+00","2018-11-28 22:18:57.297341+00","4bc3ab28-c068-4331-be35-ae235da99cf4","a3b9aa31-af6d-4052-8f73-552545a13e09","c085f008-4498-482d-8226-d9bc488651e1"
"a9fd94ac-5426-40f8-9bd7-5d801e987af9","Partial",0,0,"Print","B&W","C-3-5","Kerville","2018-11-30 21:19:10.277537+00","2018-11-30 21:19:10.277557+00","5c259fe2-d64c-4e92-9123-e7330d003207","a3b9aa31-af6d-4052-8f73-552545a13e09","c085f008-4498-482d-8226-d9bc488651e1"
"164378ae-e9a0-4b3e-9576-be51c875a756","Partial",0,0,"Print","B&W","C-2-5","Hunt Co.","2018-12-12 16:16:46.188383+00","2018-12-12 16:16:46.188403+00","fab5f6ab-fde0-40ae-9cb3-57c4a90afb10","a3b9aa31-af6d-4052-8f73-552545a13e09","c085f008-4498-482d-8226-d9bc488651e1"
"8215979e-2410-404e-806e-add24be7bf5c","Partial",0,0,"Print","B&W","C-4-5","","2018-12-18 15:38:12.953876+00","2018-12-18 15:38:12.953896+00","937d8ccb-396c-410b-a730-d086a7ea88d5","a3b9aa31-af6d-4052-8f73-552545a13e09","c085f008-4498-482d-8226-d9bc488651e1"
"a1e6e05d-b3bd-4c3d-9c7f-d5141ce6cab4","Partial",0,0,"Print","B&W","D-4-1","Parker Co.","2018-12-19 19:58:24.250318+00","2018-12-19 19:58:24.250338+00","e494adab-d263-4e3f-a4ac-73d2e29e0e1c","a3b9aa31-af6d-4052-8f73-552545a13e09","c085f008-4498-482d-8226-d9bc488651e1"
"302fb092-f2cf-4850-a846-a4e2275bbd3b","Partial",0,0,"Print","B&W","D-3-4","Collection starts with roll 2","2018-12-19 21:27:05.203151+00","2018-12-19 21:27:05.203171+00","52e2b8f9-ead7-475c-8f2f-b2269561c46c","a3b9aa31-af6d-4052-8f73-552545a13e09","c085f008-4498-482d-8226-d9bc488651e1"
"87335c0d-e1d3-45d9-94d8-d3fce9f25e70","Partial",0,0,"Print","B&W","E-1-3","","2018-12-20 14:28:40.221935+00","2018-12-20 14:28:40.221956+00","f5075f2f-99e2-47de-9b73-4d55f65b47dc","a3b9aa31-af6d-4052-8f73-552545a13e09","c085f008-4498-482d-8226-d9bc488651e1"
"b214786c-ca7f-43a6-b8a3-10b077874e33","Partial",0,0,"Print","B&W","E-2-2","TULIA","2018-12-20 16:45:10.185677+00","2018-12-20 16:45:10.185696+00","74c93883-f3bf-40fb-b24a-6d132f267c1c","a3b9aa31-af6d-4052-8f73-552545a13e09","c085f008-4498-482d-8226-d9bc488651e1"
"c4925153-a5d3-4bc0-8623-e08b9dffd7e4","Partial",0,0,"Print","B&W","E-4-3","","2019-01-02 14:24:03.191921+00","2019-01-02 14:24:03.191941+00","62d914a4-9e07-42b0-97ea-13f64730b617","a3b9aa31-af6d-4052-8f73-552545a13e09","c085f008-4498-482d-8226-d9bc488651e1"
"f61b48b4-f4a8-4926-bc12-774a01bf84b8","Partial",0,0,"Print","B&W","B-4-2","Gonzales Co.","2019-01-09 20:49:51.888198+00","2019-01-09 20:49:51.888218+00","cc91cbbc-2765-455e-89bd-98f09ce4273f","a3b9aa31-af6d-4052-8f73-552545a13e09","c085f008-4498-482d-8226-d9bc488651e1"
"34972675-1f8a-4033-a528-ca9645dd7942","Partial",55,0,"Print","B&W","Ellis","frames from roll 3","2018-04-07 23:21:42.323557+00","2018-04-07 23:21:42.323578+00","87099ce7-e6c7-4b9a-9071-a4e08d6c48bd","e02065f0-62c4-492c-ae83-7f94868bbb71","2b35500b-f5e8-4a7f-926f-031b30adb637"
"3160afed-eaaf-4b4b-8c0d-78956b60d460","Partial",30,0,"Print","B&W","Mitchell","Champion Creek Reservoir, Westbrook, Colorado City, Loraine","2018-02-07 16:17:22.800802+00","2018-04-07 18:43:26.731991+00","5d1c7b5c-7cf9-482a-bf77-75ef5ce0b47c","13913c8f-47de-4aff-91a7-fa8fdfa28bbe","10493d78-14cb-411e-8e7d-9ec2c6488ff3"
"986f60c5-b814-45ae-a8c5-dedb231a2b40","Partial",11,0,"Print","B&W","Blanco","","2018-02-07 16:08:27.538506+00","2018-04-07 23:27:12.639043+00","19d5e4a7-ba00-4369-b79d-db9e025ce1af","13913c8f-47de-4aff-91a7-fa8fdfa28bbe","037cacd3-584d-4571-adc9-f329f959d251"
"fbfa3229-65c1-40d4-a292-bb4e8fb98108","Partial",23,0,"Print","B&W","Throckmorton","Woodson","2018-02-07 16:08:27.538506+00","2018-04-07 16:38:05.755174+00","19d5e4a7-ba00-4369-b79d-db9e025ce1af","13913c8f-47de-4aff-91a7-fa8fdfa28bbe","037cacd3-584d-4571-adc9-f329f959d251"
"382c492f-c54e-4cd8-a1e6-586085662317","Partial",0,0,"Print","B&W","A-1-3","","2018-11-13 15:41:14.844107+00","2018-11-13 15:41:14.844128+00","20782d0b-9466-45cb-ab4f-13a9fe7f6c29","a3b9aa31-af6d-4052-8f73-552545a13e09","c085f008-4498-482d-8226-d9bc488651e1"
"0a5d1cae-ad75-4331-a715-3927ff2fe813","Partial",0,0,"Print","B&W","A-2-2","","2018-11-13 17:30:21.316668+00","2018-11-13 17:30:21.316688+00","3e8719a9-b6b0-44c8-a6c9-425ee9412683","a3b9aa31-af6d-4052-8f73-552545a13e09","c085f008-4498-482d-8226-d9bc488651e1"
"dd75e393-9d2f-4c13-93ea-23bc1f83bc98","Partial",0,0,"Print","B&W","A-4-3","Portions of rolls 1 and 3","2018-11-13 22:17:52.007959+00","2018-11-13 22:17:52.007979+00","fbcac46c-a054-4433-b265-7c4f6f28eab4","a3b9aa31-af6d-4052-8f73-552545a13e09","c085f008-4498-482d-8226-d9bc488651e1"
"084e9d89-2b0c-47b9-aca3-d1f9b6c1fd1d","Partial",0,0,"Print","B&W","C-4-1","Camp Maxey","2018-12-12 16:18:39.220038+00","2018-12-12 16:18:39.220059+00","dd6144d8-e56f-4412-a2ec-050eef5be997","a3b9aa31-af6d-4052-8f73-552545a13e09","c085f008-4498-482d-8226-d9bc488651e1"
"6b49697e-046f-432c-9388-06fad2815a2b","Partial",50,0,"Print","B&W","FF - Johnson","","2018-08-08 20:26:56.673419+00","2018-08-08 20:26:56.67344+00","a8e81b81-bf28-40f3-8508-1674d62f4005","d5fd4ac4-af62-4cf6-bdad-b47d0e82d1d2","c2170bce-6c8d-4ff7-a1de-b2736fbb77c0"
"60455362-b166-4cf9-9612-6ae27b929b2c","Partial",0,0,"Print","B&W","B-3-5","","2018-11-14 17:24:50.909646+00","2018-11-14 17:34:33.497284+00","4e31219c-c2e1-4e4c-8d24-f630a0f31dc8","a3b9aa31-af6d-4052-8f73-552545a13e09","c085f008-4498-482d-8226-d9bc488651e1"
"c967ef9e-7f05-4b3b-b5cf-d98ccc5d07c2","Partial",19,0,"Print","B&W","Grayson FF","Contains portions of rolls 3-7.","2019-01-09 20:51:49.17659+00","2019-01-09 20:51:49.176611+00","9b40550b-55eb-4c8a-858c-440e13c676e9","d5fd4ac4-af62-4cf6-bdad-b47d0e82d1d2","4f2a9ff8-910d-4a2f-92ae-919afd54db21"
"90130907-d4cd-4e7d-bf8d-f8de5bd55f77","Partial",0,0,"Print","B&W","Colman","","2018-04-07 23:46:48.731397+00","2018-04-07 23:46:48.731416+00","19d5e4a7-ba00-4369-b79d-db9e025ce1af","e02065f0-62c4-492c-ae83-7f94868bbb71","c2170bce-6c8d-4ff7-a1de-b2736fbb77c0"
"6ccb6b0b-a725-4fbc-911b-d2e774b956eb","Partial",0,0,"Print","B&W","B-4-4","","2018-11-16 20:04:33.086827+00","2018-11-16 20:04:33.086847+00","74d54d6d-9e46-4542-b977-89347a991cb5","a3b9aa31-af6d-4052-8f73-552545a13e09","c085f008-4498-482d-8226-d9bc488651e1"
"18b3dfc9-7ea1-42b3-9693-d1d97fc12262","Partial",0,0,"Print","B&W","B-1-5","","2018-11-19 19:35:12.787904+00","2018-11-19 19:35:12.787925+00","4aa2278d-d0aa-4479-a465-5610e59d4675","a3b9aa31-af6d-4052-8f73-552545a13e09","c085f008-4498-482d-8226-d9bc488651e1"
"b1f67a1f-eaf5-44e0-acce-5ff8a624eba9","Partial",13,0,"Print","B&W","Childress","Childress, Baylor Lake, Lake Childress, Carey, Kirkland, Tell","2018-02-07 16:20:43.294846+00","2018-04-07 14:10:43.246704+00","c8c55316-4f27-4430-8fbc-3907285b4f32","e02065f0-62c4-492c-ae83-7f94868bbb71","10493d78-14cb-411e-8e7d-9ec2c6488ff3"
"018c8318-a5d9-4af9-b4ac-5a52f333138a","Partial",156,0,"Print","B&W","Taylor","Soil Survey Field Sheet","2018-02-07 16:14:53.770449+00","2018-04-07 16:43:57.509264+00","1e1c05d6-b8f2-4c70-917e-0bd13cf2d875","13913c8f-47de-4aff-91a7-fa8fdfa28bbe","10493d78-14cb-411e-8e7d-9ec2c6488ff3"
"e650f605-5732-4e32-95da-035937561782","Partial",0,0,"Print","B&W","B-2-6","","2018-11-28 22:22:09.620442+00","2018-11-28 22:22:09.620462+00","499f053c-3381-481b-af4c-d9989f2b280f","a3b9aa31-af6d-4052-8f73-552545a13e09","c085f008-4498-482d-8226-d9bc488651e1"
"6d60a2b1-fe1e-4468-8f9d-67bb1c3b5ca5","Partial",0,0,"Print","B&W","C-3-5","","2018-11-30 21:23:46.41357+00","2018-11-30 21:23:46.413591+00","eb023a32-d369-49ea-8f66-4aa84466dda8","a3b9aa31-af6d-4052-8f73-552545a13e09","c085f008-4498-482d-8226-d9bc488651e1"
"70cbe1f2-367e-4d0b-85fd-9ed21aa93794","Partial",0,0,"Print","B&W","C-4-6","","2018-12-18 15:39:36.82558+00","2018-12-18 15:39:36.825601+00","12bd346a-5779-4fc3-876a-7d0a3dfe4c20","a3b9aa31-af6d-4052-8f73-552545a13e09","c085f008-4498-482d-8226-d9bc488651e1"
"9864b9a2-7258-4eae-bc3d-5e8152cd787a","Partial",0,0,"Print","B&W","D-1-5","Collection only contains 1 frame: 2-38","2018-12-19 19:58:59.325137+00","2018-12-19 19:58:59.325176+00","7ffa3e35-f9a5-4b9c-b7de-376a328022ef","a3b9aa31-af6d-4052-8f73-552545a13e09","c085f008-4498-482d-8226-d9bc488651e1"
"8760b22e-63f6-4940-8d89-0cc4fa9a30b9","Partial",0,0,"Print","B&W","D-4-6","","2018-12-19 21:27:28.300388+00","2018-12-19 21:27:28.300408+00","d61858b1-131f-4842-9da6-a1420f6454b1","a3b9aa31-af6d-4052-8f73-552545a13e09","c085f008-4498-482d-8226-d9bc488651e1"
"e91cbc7a-e891-494d-9108-0417dd526e7a","Partial",0,0,"Print","B&W","E-3-3","Handwritten numbers, use line index to locate frames","2018-12-20 14:29:17.658937+00","2018-12-20 14:30:19.589537+00","60e45fb1-32ac-4840-9fea-75beec91f12b","a3b9aa31-af6d-4052-8f73-552545a13e09","c085f008-4498-482d-8226-d9bc488651e1"
"ee838897-8271-42b4-8c7e-e3f611b63151","Partial",0,0,"Print","B&W","E-2-2","hand written numbers","2018-12-20 16:46:24.393492+00","2018-12-20 16:46:24.393513+00","54fcbe9e-ff43-495c-b524-6128218b7d1d","a3b9aa31-af6d-4052-8f73-552545a13e09","c085f008-4498-482d-8226-d9bc488651e1"
"e3cb1b8a-2f8a-4357-b2b0-af529e0aeab3","Partial",0,0,"Print","B&W","E-4-3","","2019-01-02 14:25:54.246582+00","2019-01-02 14:25:54.246603+00","1cc3867c-d8ee-4b6a-a416-50a850c3c35e","a3b9aa31-af6d-4052-8f73-552545a13e09","c085f008-4498-482d-8226-d9bc488651e1"
"e4a1c885-0104-4923-92e6-c785b4882788","Partial",324,0,"Print","B&W","Grayson FF","","2019-01-09 20:51:49.178513+00","2019-01-09 20:51:49.178534+00","9b40550b-55eb-4c8a-858c-440e13c676e9","13913c8f-47de-4aff-91a7-fa8fdfa28bbe","10493d78-14cb-411e-8e7d-9ec2c6488ff3"
"4e283323-201f-4ffb-959a-3df11957c0b2","Partial",0,0,"Print","B&W","A-3-1","","2018-11-13 15:41:29.867721+00","2018-11-13 15:41:29.86774+00","2c50d798-871c-4649-a17c-947672335ed1","a3b9aa31-af6d-4052-8f73-552545a13e09","c085f008-4498-482d-8226-d9bc488651e1"
"a76e8e59-dff3-4345-94e8-123783663d05","Partial",0,0,"Print","B&W","A-3-5","","2018-11-13 17:31:48.9397+00","2018-11-13 17:31:48.939721+00","aece680a-0407-42a7-bc9c-0ad36329975b","a3b9aa31-af6d-4052-8f73-552545a13e09","c085f008-4498-482d-8226-d9bc488651e1"
"803b85f5-85b5-49aa-a487-81eb0a3a4fa9","Partial",0,0,"Print","B&W","Burnet","","2018-04-07 23:45:25.03442+00","2018-04-07 23:45:25.034441+00","8ae46332-7bf2-4626-91b0-56eaadb4c201","e02065f0-62c4-492c-ae83-7f94868bbb71","c2170bce-6c8d-4ff7-a1de-b2736fbb77c0"
"84c002d7-0f17-41df-8215-9e3ca495cc15","Partial",0,0,"Print","B&W","C-4-2","Collection is organized with hand written numbers","2018-12-12 16:20:35.567463+00","2018-12-12 16:20:35.567483+00","8d5434d9-6c1c-4925-ae99-b1d05eb1e399","a3b9aa31-af6d-4052-8f73-552545a13e09","c085f008-4498-482d-8226-d9bc488651e1"
"12f17696-ce29-4918-ad7b-96c3c85c382a","Partial",0,0,"Print","B&W","A-4-4","Atlanta","2018-11-13 22:19:01.317185+00","2018-11-13 22:20:56.06614+00","4d9f572c-8f39-4467-9b9f-a529cfac5203","a3b9aa31-af6d-4052-8f73-552545a13e09","c085f008-4498-482d-8226-d9bc488651e1"
"1903d392-4f9b-456a-b3d8-f0caee7ea2ae","Partial",50,0,"Print","B&W","FF - Bell","","2018-08-08 20:27:28.35128+00","2018-08-08 20:27:28.351301+00","2b395200-340f-451a-a16c-9a8003a1ab8c","d5fd4ac4-af62-4cf6-bdad-b47d0e82d1d2","2b35500b-f5e8-4a7f-926f-031b30adb637"
"42c843f4-6ed8-41da-a414-a8dcaa451b39","Partial",0,0,"Print","B&W","C-4-6","Handwritten numbers, use line index to locate frames","2018-12-18 15:41:46.371864+00","2018-12-18 15:41:46.371885+00","72c4dc35-9d33-48ef-8427-deada260c649","a3b9aa31-af6d-4052-8f73-552545a13e09","c085f008-4498-482d-8226-d9bc488651e1"
"c7dc443d-9d4e-4ca0-a56d-d76781a4f52c","Partial",0,0,"Print","B&W","B-4-4","","2018-11-16 20:05:05.062226+00","2018-11-16 20:05:05.062246+00","2043c20d-c63b-4b49-b312-470af5584656","a3b9aa31-af6d-4052-8f73-552545a13e09","c085f008-4498-482d-8226-d9bc488651e1"
"fa1f5786-bd8d-47f7-932e-1e6f7285bad1","Partial",0,0,"Print","B&W","B-1-5","Copperas Cove","2018-11-19 19:38:37.099989+00","2018-11-19 19:38:37.100009+00","b8166c64-54f5-46db-91f3-0afe31e39c99","a3b9aa31-af6d-4052-8f73-552545a13e09","c085f008-4498-482d-8226-d9bc488651e1"
"309898cc-c07c-49b6-8d5b-4ca29e791a2e","Full",110,0,"Print","B&W","Cameron","May include parts of Hidalgo and Willacy Counties.","2019-01-09 20:52:20.406532+00","2019-01-09 20:52:20.406552+00","cc91cbbc-2765-455e-89bd-98f09ce4273f","d5fd4ac4-af62-4cf6-bdad-b47d0e82d1d2","3f608795-4d75-48de-8652-033cf1dfe7b1"
"bdaacb67-5210-4f09-864f-4f131e9d932f","Partial",0,0,"Print","B&W","D-1-5","Brady, handful of frames from rolls 1 and 2","2018-12-19 19:59:59.740732+00","2018-12-19 19:59:59.740772+00","120610fb-fa52-408f-aad8-318ca9485059","a3b9aa31-af6d-4052-8f73-552545a13e09","c085f008-4498-482d-8226-d9bc488651e1"
"b369e2c5-b944-4063-a571-f4942cfa59a9","Partial",0,0,"Print","B&W","D-2-4","Starts with roll 3","2018-12-19 21:28:06.867973+00","2018-12-19 21:28:06.867994+00","27ddd6ab-9bbe-41de-b209-40ba46795066","a3b9aa31-af6d-4052-8f73-552545a13e09","c085f008-4498-482d-8226-d9bc488651e1"
"84eedd23-c7dd-4395-a06b-50870b51e315","Partial",0,0,"Print","B&W","C-3-1","Collection contains small portion of rolls 4 and 5","2018-11-28 22:44:21.086843+00","2018-11-28 22:44:21.086864+00","b38ecaec-d5e7-471a-a6e3-b42484b9c941","a3b9aa31-af6d-4052-8f73-552545a13e09","c085f008-4498-482d-8226-d9bc488651e1"
"e0791f3f-398e-466e-a85a-7a921bbf7b44","Partial",0,0,"Print","B&W","C-3-5","","2018-11-30 21:26:29.102129+00","2018-11-30 21:26:29.102149+00","f733ce0f-106f-4dfa-ac7b-b3a398a8baa9","a3b9aa31-af6d-4052-8f73-552545a13e09","c085f008-4498-482d-8226-d9bc488651e1"
"f3a30bed-5505-4d69-87f3-7c0ea5035cd3","Partial",8,0,"Print","B&W","Franklin","","2018-04-07 18:47:09.445204+00","2018-04-07 18:47:09.445224+00","201709a1-cc2a-4a14-a649-3107329762da","13913c8f-47de-4aff-91a7-fa8fdfa28bbe","5da5dafc-e3df-464f-83db-746dcb0f7de7"
"042437b4-6c2d-49c4-8e2b-4fb0c714a331","Partial",0,0,"Print","B&W","E-3-3","starts with roll 9","2018-12-20 14:31:18.418644+00","2018-12-20 14:31:18.418665+00","4bf02940-94f2-412c-9352-6aa4885991b2","a3b9aa31-af6d-4052-8f73-552545a13e09","c085f008-4498-482d-8226-d9bc488651e1"
"c0ead2ee-f38a-4767-9a19-f86909a3bff2","Partial",5,0,"Print","B&W","Starr","","2018-04-07 16:39:10.493745+00","2018-04-07 19:36:45.570745+00","e08325cb-5a03-470e-af5d-166fdbee08d0","13913c8f-47de-4aff-91a7-fa8fdfa28bbe","c2170bce-6c8d-4ff7-a1de-b2736fbb77c0"
"0186a90a-efdd-4cb5-8249-d5ee6d503789","Partial",0,0,"Print","B&W","E-2-2","","2018-12-20 16:49:08.930423+00","2018-12-20 16:49:08.930442+00","393f9cf8-e535-4da3-ba0a-cae7ba2caf8a","a3b9aa31-af6d-4052-8f73-552545a13e09","c085f008-4498-482d-8226-d9bc488651e1"
"77548d4e-39ff-406f-95e7-643eb6074fe7","Partial",0,0,"Print","B&W","E-4-3","","2019-01-02 14:28:35.36412+00","2019-01-02 14:28:35.364141+00","32a54e5c-f37e-4a21-896e-16680700764e","a3b9aa31-af6d-4052-8f73-552545a13e09","c085f008-4498-482d-8226-d9bc488651e1"
"a943b24a-97f5-40c8-9cba-4fe7592da03c","Partial",0,0,"Print","B&W","B-1-2, B-1-6, B-2-1, B-2-5, C-3-3, C-3-4, D-4-1, D-4-6, E-2-3, E-4-4","1. DFW, includes portions of Collin, Kaufman, Rockwall, Johnson and Tarrant
2. B-1-6 subset of Dallas Co.
3. B-2-1 subset of Denton Co.
4. B-2-5 subset for Ellis Co.
5. C-3-3 subset for Johnson Co.
6. C-3-4 subset for Kaufman Co.
7. D-4-1 subset for Parker Co. DFW Park
8. D-4-6 subset for Rockwall Co. DFW Rock
9. E-2-3 subset for Tarrant Co. DFW Region
10. E-4-4 subset for Wise Co. DFW Dent","2018-11-14 17:28:57.189221+00","2019-01-02 14:44:04.132816+00","6a54be0f-f93e-4568-b5f8-591a69b0a7f7","a3b9aa31-af6d-4052-8f73-552545a13e09","c085f008-4498-482d-8226-d9bc488651e1"
"4d0de139-bf22-489a-8c26-60b6b5535e3f","Partial",6,0,"Print","B&W","Camp","Pittsburg, Pine, Newsome","2018-04-07 14:11:04.018695+00","2018-04-07 14:11:04.018715+00","07c1cb00-ecd3-4201-bdec-756b34e2c539","13913c8f-47de-4aff-91a7-fa8fdfa28bbe","2b35500b-f5e8-4a7f-926f-031b30adb637"
"9eb153fb-8337-4a83-9633-4b0f4f678c5e","Full",350,0,"Print","B&W","Bexar","","2018-02-07 16:11:25.664616+00","2018-04-07 15:12:15.005227+00","531594f8-0cb1-442f-9f0d-839d20e617d4","13913c8f-47de-4aff-91a7-fa8fdfa28bbe","10493d78-14cb-411e-8e7d-9ec2c6488ff3"
"ee7f9cd2-0076-40e0-aee3-2616e462916d","Partial",0,0,"Print","B&W","A-1-3","","2018-11-13 15:42:13.406668+00","2018-11-13 15:42:13.406688+00","8c5d8313-3760-447c-9693-42b8098762aa","a3b9aa31-af6d-4052-8f73-552545a13e09","c085f008-4498-482d-8226-d9bc488651e1"
"7c5a9577-7730-4ed0-83d6-9c128849044f","Partial",0,0,"Print","B&W","A-2-2","","2018-11-13 17:32:19.867206+00","2018-11-13 17:32:19.867225+00","add87959-dffb-47e9-a35a-f00d0e147b02","a3b9aa31-af6d-4052-8f73-552545a13e09","c085f008-4498-482d-8226-d9bc488651e1"
"df107109-e6bd-4566-bf30-8fa9c68f343e","Partial",0,0,"Print","B&W","A-4-4","","2018-11-13 22:20:42.686831+00","2018-11-13 22:20:42.686851+00","e86ff613-591c-41a1-b84f-f8f34e0697b1","a3b9aa31-af6d-4052-8f73-552545a13e09","c085f008-4498-482d-8226-d9bc488651e1"
"d22a0a0e-5ecc-4305-87a7-62e2fead9283","Partial",0,0,"Print","B&W","B-3-4","hand written numbers","2018-11-14 17:29:33.35747+00","2018-11-14 17:29:33.357492+00","8d1eafa4-bdbf-46d2-9911-060de179146e","a3b9aa31-af6d-4052-8f73-552545a13e09","c085f008-4498-482d-8226-d9bc488651e1"
"47b66f45-c771-44a3-bcba-28da12cdc5a4","Partial",0,0,"Print","B&W","B-4-4","","2018-11-16 20:07:04.150531+00","2018-11-16 20:07:04.15055+00","e9d8c01e-ccbf-4382-87c6-9d8273af971e","a3b9aa31-af6d-4052-8f73-552545a13e09","c085f008-4498-482d-8226-d9bc488651e1"
"89b60ecc-68d6-494c-a137-682397b8281d","Partial",0,0,"Print","B&W","B-1-5","","2018-11-19 19:41:06.324372+00","2018-11-19 19:41:06.324392+00","ed865e42-4c12-4ecf-99d6-3d45ae867675","a3b9aa31-af6d-4052-8f73-552545a13e09","c085f008-4498-482d-8226-d9bc488651e1"
"fd136278-ea63-40de-add2-84498e45895e","Partial",0,0,"Print","B&W","C-4-2","","2018-12-12 16:23:20.724033+00","2018-12-12 16:23:20.724053+00","f436ab72-d153-40b8-b332-c0f57d444791","a3b9aa31-af6d-4052-8f73-552545a13e09","c085f008-4498-482d-8226-d9bc488651e1"
